pore_id,x_m,y_m,z_m,volume_m3,inscribed_radius_m,component,inlet,outlet,wall,sobol_void_samples
0,0.0002977180434971484,-0.007137888896223122,0.001926171604585976,8.051960866446817e-10,0.00032787118998128275,0,0,0,0,470
1,0.007004114423802157,-0.002204030314562815,0.034227720345907924,2.4908882127764805e-09,0.00037234465368929436,0,0,1,1,1455
2,0.0065775080087352965,-0.00014399042723461762,0.0354793351248647,2.603838142040134e-09,0.00102293351048775,0,0,0,0,1521
3,0.0037693692998430712,0.004669316880191136,0.029905448224668705,2.6953960392462775e-10,0.0004457608268263559,0,0,0,0,157
4,-0.0056305184650670805,0.0038094702647196127,0.033430136456347986,3.8762362088208374e-10,0.0002734947944282366,0,0,0,0,226
5,-0.004321521526938641,0.004708584250934557,0.009085155383632637,1.3263059875656287e-10,0.0003185332473165651,0,0,0,0,77
6,0.006559719940469412,-0.0013839810282174603,0.030853149175235454,5.313780763085518e-10,0.0003216782465371282,0,0,0,0,310
7,-0.00028462398006740697,-0.006620936913259973,0.0013417115984902203,3.328600188148577e-10,0.00019241159857232178,0,0,0,0,194
8,-0.0010996924779767563,-0.007517358738310992,0.0005790547379950315,2.7629948605480096e-09,0.0006715669475793874,0,1,0,1,1614
9,0.00762947076706885,-0.0003042644589704375,0.03371783697889812,3.021410607802732e-09,0.0008070007138977997,0,0,0,0,1765
10,0.00719797543283411,0.0006891211731188138,0.0331716781207716,1.5291024514708247e-09,0.0003827836570799889,0,0,0,0,893
11,0.006496803315920956,0.0011540973977827791,0.03346338436547912,2.421578028910148e-10,0.0002183516096472734,0,0,0,0,141
12,0.006013001601693513,0.0007389798397744048,0.03441978232191467,6.255030173615964e-10,0.00037158854963045384,0,0,0,0,365
13,-0.0065235759860520276,-0.00020197400455269495,0.031684940212059046,5.048519565572393e-11,0.00046621863152216693,0,0,0,0,29
14,-0.006500293460023661,-0.00017626982547858905,0.031657759560980436,2.2333281468040587e-10,0.00045749197821979626,0,0,0,0,130
15,-0.00653399919959893,-0.0001239360957867957,0.03167152059555869,1.2749651106276042e-10,0.00045541927472753194,0,0,0,0,74
16,0.006650818283560138,-0.0006118970340020481,0.031565459601902345,8.719392266641132e-10,0.0002468973561083732,0,0,0,0,509
17,0.006374302417624137,-0.0009259071528185646,0.03124499177589237,2.318896275034099e-10,0.0002902571100565108,0,0,0,0,135
18,0.006668812091850896,-0.0009032716321413922,0.032871902154243085,1.109818623143626e-09,0.00045254449701998066,0,0,0,0,648
19,0.006631010372485187,-0.0008240103626247889,0.03290872939949687,5.125530880979429e-10,0.0004338396881129852,0,0,0,0,299
20,-0.0016272619375837973,-0.006450052996438377,0.001591930898958882,7.350302214960484e-10,0.00033180823141799496,0,0,0,0,429
21,-0.006361782109118684,0.00029676587871977603,0.03375667464156352,3.0718958034584555e-10,0.0005532171256408296,0,0,0,0,179
22,-0.004587580409371483,-0.003949587361915975,0.004469485334061856,3.191691182980513e-10,0.0003503413550061881,0,0,0,0,186
23,-0.004305700937969054,0.004699115345770767,0.009037900556592374,1.4461013670876855e-10,0.00031853601484433454,0,0,0,0,84
24,-0.001133580295706325,0.0040004281768625275,0.020664792302757178,2.626941536662245e-10,0.00022468966239188486,0,0,0,0,153
25,-0.0037693405455289197,0.005626303899374952,0.009901654707216576,1.0293845826073878e-09,0.00036848647950685524,0,0,0,0,601
26,-0.004378830084666006,0.004709250999036347,0.009067280786990492,3.191691182980513e-10,0.0003187883695009709,0,0,0,0,186
27,-0.004783988108910243,0.005268955345781044,0.008026410553094701,1.0567663836410008e-09,0.0003162049420901387,0,0,0,0,617
28,-0.004364614744995064,0.004699577692860964,0.009018271384601957,1.5658967466097423e-10,0.00031882137821709355,0,0,0,0,91
29,-0.003545869867260547,0.003935186618496786,0.008759288429053456,2.5071461571401883e-10,0.0002478465630237468,0,0,0,0,146
30,0.004669411756118694,0.004539054189138275,0.03399888029748152,1.4520911360637883e-09,0.0003292895297724556,0,0,0,0,848
31,0.006733303258069663,0.0020980202045551596,0.03389094388520545,1.9175817536352086e-09,0.0003228322321614602,0,0,1,1,1120
32,0.006459155055505122,0.0024561126935796185,0.03514958660001926,3.762430598274883e-09,0.0009324347472027687,0,0,0,0,2198
33,0.004071056628535841,0.005340387776802523,0.0336108367143225,1.8285909002759665e-09,0.0002872837479275485,0,0,0,0,1068
34,0.004282020339620847,0.0051589041398330026,0.03399365483061371,3.4714989622927455e-09,0.00034479745011720033,0,0,0,0,2028
35,0.006678126550154597,0.0008651026212647677,0.0010261667018031067,3.521128476666169e-09,0.0002614236071270345,0,0,0,0,2057
36,0.0004665620096889958,-0.007117648993745739,0.001909019547677331,7.795256481756694e-10,0.00032153650966992213,0,1,0,1,455
37,0.0009085559433502275,-0.006515618111300558,0.0012618682004557425,3.379941065086602e-10,0.00021017676222950062,0,0,0,0,197
38,0.0016093207685516763,-0.0070845162012030515,0.0004875133669234486,2.528538189197698e-09,0.0005323844855782508,0,1,0,1,1477
39,-0.0008446532580153916,-0.005887752870177599,0.03483461520936881,1.64547510586368e-09,0.0005052594982216551,0,0,0,0,961
40,-0.0004883367725827675,-0.007001589362119611,0.030717225180014022,1.0310959451719888e-09,0.00035706309959542633,0,0,0,0,602
41,0.004037117953945695,0.005411046333865577,0.0011522615702150533,2.1160998111289025e-09,0.00025707186853897283,0,1,0,1,1236
42,0.0034393578578985474,0.005412148529647014,0.00150373504534861,5.536257896483624e-10,0.0003159578072955031,0,0,0,0,323
43,0.001502220542023282,-0.005803264613204199,0.002042708468586555,2.9178731726443827e-10,0.0004444939133726654,0,0,0,0,170
44,0.0065003768584354785,0.0017455019767789242,0.0018616247748998555,1.4289877414416773e-10,0.0003611256612765264,0,0,0,0,83
45,0.0014032400770222226,-0.002023457015282143,0.03579537865835642,6.990916076394313e-10,0.0007037206666614871,0,0,0,0,408
46,0.0011261131918724112,-0.006712091756246336,0.032057638172575884,1.0413641205595934e-09,0.000416537458485972,0,0,0,0,608
47,0.006678748516467149,0.000954073518996073,0.03223518017857969,8.223097122906896e-10,0.0002772283744289732,0,0,0,0,480
48,0.006540103346744323,0.0008205755214200638,0.03256211461618046,2.49003253149418e-10,0.00030414822057444636,0,0,0,0,145
49,0.006214282633226847,0.00023157243596686174,0.032365743696090965,2.7125096648922855e-10,0.0002231696953565698,0,0,0,0,158
50,0.006437300114949872,0.0002875711707035738,0.03128357250380045,4.1671678448029745e-10,0.0004252009417405066,0,0,0,0,243
51,0.00634027421069918,0.00014222867700190668,0.03133042374640189,2.2846690237420828e-10,0.0004311439752803537,0,0,0,0,133
52,0.006074643328051907,0.0011822694658026075,0.032909420513085104,1.85682838259188e-10,0.0002910670289267074,0,0,0,0,108
53,0.006124394162301908,0.0001084052445422009,0.031104072304935945,1.993737387759945e-10,0.0004813826860717434,0,0,0,0,116
54,0.005398733467743734,6.967071145265814e-05,0.031145438598140483,3.824895331882813e-10,0.0004142675254886844,0,0,0,0,223
55,0.004102417467696803,0.0014088498848458004,0.03554186603554568,1.0892822723684164e-09,0.00047239960574654903,0,0,0,0,636
56,0.005044239907877365,-0.004524600681692021,0.02517753003143566,7.675461102234638e-10,0.00034759669901737874,0,0,0,0,448
57,0.004934267838387579,-0.004344028108337699,0.025365931369770982,3.2430320599185373e-10,0.0003235477098539084,0,0,0,0,189
58,-0.006717726610215638,-0.0005738249944525232,0.03174840619428236,1.2065106080435718e-10,0.0004707749626554231,0,0,0,0,70
59,-0.006556269790204539,-0.0005582222309395851,0.0332258168385855,8.411347005012987e-10,0.0002537176922967468,0,0,0,0,491
60,-0.006298858114526309,-0.00047636507569522783,0.032861507821305834,3.191691182980513e-10,0.0002794638027162087,0,0,0,0,186
61,-0.00643850633562992,-0.0004987670946902921,0.03200878125009486,3.687986326714748e-10,0.00039674771248798693,0,0,0,0,215
62,-0.0057413376610088804,-0.0008992568523271473,0.032462224955190605,2.472918905848172e-10,0.0003691390961702302,0,0,0,0,144
63,-0.006050210405509702,-0.0019127175678812656,0.03186293800032542,2.609827911016237e-10,0.0003800162695082283,0,0,0,0,152
64,-0.0056120733694856465,-0.001168750690356029,0.03248098582533518,3.054782177812448e-10,0.00039200275723249905,0,0,0,0,178
65,-0.006012536810638689,-0.0019782699541246434,0.031753615240307,2.1477600185740178e-10,0.0003732773834481839,0,0,0,0,125
66,-0.005835798818555109,-0.0022928682592964302,0.03131759044889543,1.85682838259188e-10,0.0004777191379153454,0,0,0,0,108
67,-0.006063350590684882,-0.0019105605054188864,0.03185258794146439,5.193985383563462e-10,0.00037857160218125014,0,0,0,0,303
68,-0.006740735721180969,-0.0006772630995650039,0.03169441563314742,3.3628274394405936e-10,0.00044468593883290216,0,0,0,0,196
69,-0.007217325883867038,-0.0007183836535384938,0.031772246421195145,2.15203842498552e-09,0.0004463529634106399,0,0,0,0,1257
70,-0.005463745160317208,-0.0010869480597110143,0.03247690554898711,1.7883738800078478e-10,0.0003850004181940209,0,0,0,0,104
71,-0.005494529107051699,-0.000894490986317825,0.03246403720977651,2.5584870340782127e-10,0.0003669036259149695,0,0,0,0,149
72,-0.0064065302187084104,0.0003051399414347148,0.029771838783990298,7.957835925393772e-11,0.0004845983333218658,0,0,0,0,46
73,-0.003490161259044236,-0.005805242445085216,0.018949191125255994,6.237916547969956e-10,0.0005063455923623807,0,0,0,0,364
74,-0.004979345164818491,-0.004547817433102734,0.003424825492795131,6.648643563474151e-10,0.0002750807270435737,0,0,0,0,388
75,-0.0046315047200487305,-0.004547319875932467,0.0036910555148048124,2.3531235263261155e-10,0.00027338814546523334,0,0,0,0,137
76,0.003990056331123963,0.0037449364566012186,0.02909568542772474,2.9178731726443827e-10,0.0002324004922046797,0,0,0,0,170
77,-0.004310915112183595,0.005862020130867662,0.035157620064902244,6.0915950486965875e-09,0.0012070977155727363,0,0,0,0,3559
78,-0.004700380315597148,0.0035921220181917854,0.03447444221780512,4.149198537874666e-09,0.0005802020943299842,0,0,0,0,2424
79,-0.004894241806267609,0.004327893920671434,0.03323705639898995,4.5265539833691455e-10,0.00028937020947485505,0,0,0,0,264
80,-0.006429017653993023,0.00035816417129969444,0.033797109313229656,2.928997029314288e-09,0.0005554074990260519,0,0,1,1,1711
81,-0.006255124596956944,0.00040045972148508,0.03367664242043449,1.993737387759945e-10,0.000582787877136811,0,0,0,0,116
82,-0.006301838498390784,0.00037648965334580376,0.03373349149525691,1.1123856669905272e-11,0.0005874777125820381,0,0,0,0,6
83,-0.006163584375408357,0.0004603057892480464,0.033731337580479824,2.310339462211095e-11,0.00060103881985546,0,0,0,0,13
84,-0.005381746702419487,0.004075723722770237,0.009718010414511376,2.49003253149418e-10,0.0003754957400516238,0,0,0,0,145
85,0.0005190881507816368,0.003974912839687079,0.020752419386758546,2.49003253149418e-10,0.00030054858317516027,0,0,0,0,145
86,0.0008706694106553654,0.003818028424655724,0.020653166633488238,2.0793055159899854e-10,0.0002740736590715686,0,0,0,0,121
87,-0.00035048088386514104,0.00382129363712458,0.020323909707706693,2.3873507776181315e-10,0.00028278440314331323,0,0,0,0,139
