seed,case_qa_pass,solver_success,physical_bounds_ok_metadata,completed_to_t_end,mass_balance_ok,timeseries_mean_bounds_ok,uptake_monotonic_ok,practical_equilibrium_reached,error,atol,axial_loading_bin_cv,axial_loading_bottom_minus_top_over_mean,b_pa,diffusivity,end_adsorption_rate_mol_s,end_relative_uptake_rate_per_s,final_adsorbed_inventory_mol,final_gas_inventory_mol,final_mean_gas_concentration_mol_m3,final_relative_mass_balance_error,final_reservoir_input_mol,final_time_s,final_total_inventory_mol,final_uptake_mol_kg,initial_concentration,initial_loading,inlet_concentration,inlet_equilibrium_loading_mol_kg,k_ldf,late_uptake_fraction,max_step,maximum_absolute_mass_balance_residual_mol,maximum_adsorption_rate_mol_s,maximum_relative_mass_balance_error,metadata_file,minimum_mean_gas_concentration_mol_m3,minimum_mean_loading_mol_kg,mode,network_analytic_porosity,network_degree_cv,network_directory,network_geometric_tortuosity,network_inlet_pores,network_largest_component_fraction,network_mean_degree,network_mean_pore_volume_m3,network_mean_throat_length_m,network_mean_throat_radius_m,network_median_pore_volume_m3,network_median_throat_radius_m,network_minimum_throat_radius_m,network_outlet_pores,network_pore_count,network_pore_volume_cv,network_ready_for_transport,network_shortest_inlet_outlet_path_m,network_throat_count,network_throat_radius_p10_m,network_total_pore_volume_m3,normalized_uptake_auc,particle_count,particle_density,particle_loading_cv,particle_loading_max_mol_kg,particle_loading_mean_unweighted_mol_kg,particle_loading_min_mol_kg,particle_loading_std_mol_kg,pore_count,qsat,result_directory,rhs_evaluations,rtol,t10_final_uptake_s,t50_final_uptake_s,t90_final_uptake_s,t95_final_uptake_s,t_end,temperature,throat_count,time_of_maximum_rate_s,toth_exponent,underutilized_loading_threshold_mol_kg,underutilized_particle_fraction,network_file,inlet_pore_count,inlet_pore_fraction,inlet_total_pore_volume_m3,inlet_mean_pore_volume_m3,inlet_pore_volume_fraction,inlet_to_internal_throat_count,inlet_to_internal_unique_second_layer_pores,inlet_to_internal_throats_per_inlet_pore,inlet_internal_conductance_m3_s,inlet_internal_conductance_per_inlet_pore_m3_s,inlet_internal_conductance_cv,interior_depth_dp,interior_plane_z_m,effective_inlet_to_interior_conductance_m3_s,effective_inlet_to_interior_active_pores,effective_inlet_to_interior_spanning,effective_inlet_to_outlet_conductance_m3_s,effective_inlet_to_outlet_active_pores,effective_inlet_to_outlet_spanning,inlet_radial_coverage,inlet_polar_cell_coverage,inlet_radial_mean_over_R,inlet_radial_std_over_R,inlet_angular_resultant,inlet_centroid_offset_over_R,inlet_mean_pair_distance_over_D,inlet_min_pair_distance_over_D
105019,True,True,True,True,True,True,True,False,,1e-10,1.8774566111261253,5.828165425960987,5.093e-05,1.5e-05,1.7066811238882204e-07,0.0001307909649922,0.0013048922178903,1.281242500639879e-06,0.3979107756764082,6.4744669845422866e-15,0.001306173460391,5000.0,0.0013061734603909,0.2055532556608265,0.0,0.0,6.05,2.309036967044178,0.00855,0.0658614388566026,,8.456776945386936e-18,1.5590017351395307e-06,7.390810132483414e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_105019/run_metadata.json,0.0,0.0,adsorption,0.4482825218108296,0.0997730903767335,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_105019,1.1346179383751798,12,1.0,3.854095563139932,3.4342194016978637e-10,0.0006839919966878,0.0002870557906586,2.5031261678241287e-10,0.0002792798340389,0.000123284004987,16,9376,0.9944186026539746,True,0.0390063291688483,18068,0.0001389770944705,3.219924111031917e-06,0.6185948044670861,1850,1600.0,2.033818623624015,2.1983809901205142,0.2055532556608267,1.854918299591885e-08,0.4180580395095379,9376,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_105019,692,1e-06,109.91785384019852,1625.1806434834598,4246.573951104598,4619.163808561901,5000.0,298.15,18068,0.6017880726892569,1.0,1.154518483522089,0.9432432432432432,co2_pore_networks_power22/seed_105019/pore_network.npz,12,0.001279863481228669,2.043336917475e-08,1.7027807645625e-09,0.006345916385029814,29,29,2.4166666666666665,7.621764174912511e-07,6.351470145760427e-08,2.880534165880349,5.0,0.008097881232564417,2.3268374969567437e-08,9376,True,7.079902569333809e-09,9376,True,0.4,0.18333333333333332,0.8630401728486062,0.05498259810981746,0.26893518952519,0.2189634568262497,0.5662174055971604,0.08744813217923321
113117,True,True,True,True,True,True,True,False,,1e-10,1.8215522488724156,5.502633086252249,5.093e-05,1.5e-05,2.120628703494305e-07,0.0001185577257387,0.0017886887508015,1.8084148308756376e-06,0.5569672953022358,9.68850165905781e-15,0.0017904971656324,5000.0,0.0017904971656324,0.281763344934014,0.0,0.0,6.05,2.309036967044178,0.00855,0.0598249630090798,,1.7347234759768068e-17,2.50850729763025e-06,9.68850165905781e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_113117/run_metadata.json,0.0,0.0,adsorption,0.4503219317936816,0.0985298683331417,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_113117,1.1041370737478235,22,1.0,3.85682326621924,3.4589282049316346e-10,0.0006869718205514,0.000285657596223,2.4945295164898617e-10,0.0002760112962704,0.000123330573159,22,9387,1.024422431110426,True,0.038527842530433,18102,0.0001381908674848,3.246895905969326e-06,0.6411464994799476,1850,1600.0,1.8478335620220128,2.2690398897985182,0.2817633449340141,3.211579121137121e-08,0.5206517653166566,9387,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_113117,732,1e-06,89.70601786613436,1438.792407434643,4174.253876955681,4581.016491270986,5000.0,298.15,18102,0.6017880726892569,1.0,1.154518483522089,0.9081081081081082,co2_pore_networks_power22/seed_113117/pore_network.npz,22,0.0023436667731969747,3.7647679486323623e-08,1.7112581584692556e-09,0.01159497580969856,53,50,2.409090909090909,9.850791552787102e-07,4.4776325239941377e-08,2.033334804671146,5.0,0.008186237594250245,2.93769450801817e-08,9387,True,7.957726487380421e-09,9387,True,0.4,0.21666666666666667,0.8670882896366049,0.06666338971615794,0.12864396948556409,0.09723801278518691,0.5723028645313839,0.04099640979625699
121021,True,True,True,True,True,True,True,False,,1e-10,1.795609429480956,5.435254592409395,5.093e-05,1.5e-05,2.1216163704111654e-07,0.0001244509381248,0.0017047813398422,1.7109491463488285e-06,0.5312886298212687,5.4639207827312326e-15,0.0017064922889885,5000.0,0.0017064922889885,0.2685458230112915,0.0,0.0,6.05,2.309036967044178,0.00855,0.0627928082760796,,1.0191500421363743e-17,1.9256013468402044e-06,6.9468704250054155e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_121021/run_metadata.json,0.0,0.0,adsorption,0.4482225253014753,0.1025713522671748,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_121021,1.0943337985298265,17,1.0,3.850192061459667,3.4361672944188817e-10,0.0006800853545914,0.0002880379698937,2.519904140120885e-10,0.0002820834786419,0.0001231791237173,20,9372,1.0372259545087072,True,0.0376020429261414,18042,0.0001398217131529,3.2203759883293766e-06,0.6249892145256121,1850,1600.0,1.85165561767268,2.2441677150654447,0.2685458230112916,4.6934215240997167e-08,0.4972543817813913,9372,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_121021,729,1e-06,114.79443565229484,1570.855756232908,4212.287798859221,4600.517160699716,5000.0,298.15,18042,0.6400286701838844,1.0,1.154518483522089,0.92,co2_pore_networks_power22/seed_121021/pore_network.npz,17,0.0018139137857447717,2.3493194429066005e-08,1.3819526134744708e-09,0.007295171282547504,43,42,2.5294117647058822,1.2555712221361668e-06,7.385713071389216e-08,4.044690266718004,5.0,0.008204901213683556,2.9404510253574295e-08,9372,True,7.471001792085692e-09,9372,True,0.4,0.2,0.8430126198777017,0.03835454730862532,0.07439478461016737,0.05773773680375031,0.5607621092976447,0.04732860504603318
129121,True,True,True,True,True,True,True,False,,1e-10,1.866279328801096,5.78100277145006,5.093e-05,1.5e-05,1.8428637078143697e-07,0.0001282705763123,0.0014367002634543,1.4284618874048588e-06,0.4525157906776931,1.9601344433145085e-15,0.0014381287253417,5000.0,0.0014381287253417,0.226316329052256,0.0,0.0,6.05,2.309036967044178,0.00855,0.0646084533405383,,3.903127820947816e-18,1.91798087588581e-06,3.61493933086613e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_129121/run_metadata.json,0.0,0.0,adsorption,0.4434945160551283,0.0998186653980471,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_129121,1.117284538993348,15,1.0,3.85283139596886,3.3664409644332634e-10,0.0006776758256752,0.0002828898946868,2.4627184729630825e-10,0.0002757276788019,0.0001233076801261,23,9377,0.9973460917644058,True,0.0386852653013918,18064,0.0001403099983606,3.156711692349071e-06,0.6263643073641829,1850,1600.0,1.966984223440196,2.267719615573521,0.2263163290522561,1.4835593775823952e-08,0.445160648752688,9377,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_129121,707,1e-06,96.02064780281552,1564.1500630764972,4232.428069333694,4611.837955481278,5000.0,298.15,18064,0.6017880726892569,1.0,1.154518483522089,0.9416216216216216,co2_pore_networks_power22/seed_129121/pore_network.npz,15,0.0015996587394689133,2.5613118413823945e-08,1.707541227588263e-09,0.008113860532750747,37,35,2.466666666666667,7.265103931559064e-07,4.843402621039376e-08,2.0748063796447895,5.0,0.008015879842626479,2.515137638571199e-08,9377,True,7.375193784809745e-09,9377,True,0.4,0.16666666666666666,0.8644112741940106,0.053072306659973076,0.2135740291783925,0.18425788742256657,0.5618886299959538,0.06480796142998665
137077,True,True,True,True,True,True,True,False,,1e-10,1.8548921346226628,5.720956327742584,5.093e-05,1.5e-05,1.9238576149035602e-07,0.0001202071075915,0.0016004524636264,1.5810867585688144e-06,0.5045837945958501,2.3280757587466233e-14,0.0016020335503849,5000.0,0.001602033550385,0.2521114080676108,0.0,0.0,6.05,2.309036967044178,0.00855,0.0606034500764487,,3.7296554733501346e-17,2.426295236862073e-06,2.3445911615523736e-14,co2_adsorption_campaign_finite_inlet_5000s/seed_137077/run_metadata.json,0.0,0.0,adsorption,0.4415361243564178,0.1000434833959976,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_137077,1.1598021331914048,22,1.0,3.853209043180114,3.3573849341010715e-10,0.0006822901691069,0.000279230145322,2.438274928290878e-10,0.0002705832327935,0.0001233123848788,10,9333,1.034300223636491,True,0.0390517360763321,17981,0.0001389509582411,3.1334473589965304e-06,0.6418392957024157,1850,1600.0,1.9331984347311597,2.2535687984822323,0.2521114080676108,1.2179380727816693e-08,0.4873813794541738,9333,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_137077,668,1e-06,82.66694973816813,1433.412000714692,4183.704645595608,4586.424055701495,5000.0,298.15,17981,0.5658322842428334,1.0,1.154518483522089,0.9237837837837838,co2_pore_networks_power22/seed_137077/pore_network.npz,22,0.0023572270438229938,3.851461954203411e-08,1.7506645246379141e-09,0.012291452553512246,51,51,2.3181818181818183,4.935649587472847e-07,2.2434770852149306e-08,2.6767946479318954,5.0,0.00808046206015554,2.5986318108840135e-08,9333,True,6.940670272221177e-09,9333,True,0.2,0.18333333333333332,0.8621121041677354,0.037889664100752195,0.10475998423824384,0.09920133174321388,0.5691731053471095,0.07717072536394334
145093,True,True,True,True,True,True,True,False,,1e-10,1.8210902303698024,5.573163977322034,5.093e-05,1.5e-05,2.1004664873052838e-07,0.000121393273826,0.0017302989046283,1.791354741317395e-06,0.5603215793585989,1.594921004000338e-13,0.0017320902593693,5000.0,0.0017320902593696,0.2725654795364886,0.0,0.0,6.05,2.309036967044178,0.00855,0.0612606032306865,,2.7625471354930653e-16,2.357940152331108e-06,1.6016757679631517e-13,co2_adsorption_campaign_finite_inlet_5000s/seed_145093/run_metadata.json,0.0,0.0,adsorption,0.4466685882809759,0.0991216160576579,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_145093,1.1204458330812743,21,1.0,3.8551496431994887,3.405061105492334e-10,0.0006809648021213,0.0002857539880202,2.476419035717521e-10,0.0002783169356888,0.0001233251658862,14,9389,1.0175345415327268,True,0.039056312275111,18098,0.0001401283693346,3.197011871946752e-06,0.6349363426905983,1850,1600.0,1.8664979982184424,2.259932207604528,0.2725654795364886,3.1239534609750945e-08,0.5087429219383058,9389,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_145093,693,1e-06,93.05952500348155,1495.9542432677065,4193.217362444932,4590.668389661026,5000.0,298.15,18098,0.6400286701838844,1.0,1.154518483522089,0.9124324324324324,co2_pore_networks_power22/seed_145093/pore_network.npz,21,0.0022366599211843647,3.7635612321170914e-08,1.792172015293853e-09,0.011772121539934574,49,45,2.3333333333333335,5.613734455233379e-07,2.673206883444466e-08,2.15452329011065,5.0,0.008005786597585156,2.956609803533064e-08,9389,True,7.640071439229964e-09,9389,True,0.4,0.2,0.8704390917086274,0.05225448489557338,0.1367005794303502,0.13559439824741637,0.5687717703045527,0.03418051013336873
153133,True,True,True,True,True,True,True,False,,1e-10,1.847607274490756,5.6518574459855,5.093e-05,1.5e-05,1.9746393436937249e-07,0.00012551056021,0.0015732854194815,1.585618035805416e-06,0.4921760068759399,7.572825719203694e-15,0.0015748710375173,5000.0,0.0015748710375173,0.2478319171685908,0.0,0.0,6.05,2.309036967044178,0.00855,0.0632904793134036,,1.2576745200831853e-17,1.9925665628851785e-06,8.619359054203211e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_153133/run_metadata.json,0.0,0.0,adsorption,0.4485407451820323,0.0984466335832826,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_153133,1.1074687380931814,18,1.0,3.856594928617089,3.4323975934111963e-10,0.0006843215961047,0.0002860820038071,2.4857251158869116e-10,0.0002776098323508,0.0001233472885539,11,9386,1.0392246761138344,True,0.0388630995193478,18099,0.0001400420870755,3.221648381175749e-06,0.6261636200303969,1850,1600.0,1.918975561851424,2.267632358852786,0.2478319171685908,2.0443940657926613e-08,0.4755833924933121,9386,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_153133,744,1e-06,102.3083375268673,1566.767374887859,4217.812024579349,4603.69429646595,5000.0,298.15,18099,0.6017880726892569,1.0,1.154518483522089,0.9248648648648649,co2_pore_networks_power22/seed_153133/pore_network.npz,18,0.0019177498401875134,3.078711499202615e-08,1.7103952773347859e-09,0.009556323766403804,42,36,2.3333333333333335,3.859195085951426e-07,2.1439972699730146e-08,1.6481177849927768,5.0,0.008044983363875624,2.707158673602967e-08,9386,True,6.8133533829478666e-09,9386,True,0.4,0.16666666666666666,0.8526844591393236,0.03808146327894584,0.17214622371074853,0.1437582128008368,0.5520115799708608,0.011673075122764985
161123,True,True,True,True,True,True,True,False,,1e-10,1.8039729337163133,5.533891351426774,5.093e-05,1.5e-05,1.966328500813317e-07,0.0001252378431378,0.0015700753474719,1.588647354676394e-06,0.4964497620617041,2.4282490784997075e-14,0.0015716639948266,5000.0,0.0015716639948266,0.2473262503070457,0.0,0.0,6.05,2.309036967044178,0.00855,0.0631173238558931,,3.816391647148976e-17,1.9936640918243366e-06,2.4282490784997075e-14,co2_adsorption_campaign_finite_inlet_5000s/seed_161123/run_metadata.json,0.0,0.0,adsorption,0.4467552194899482,0.0991951693774956,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_161123,1.0641305172629836,18,1.0,3.853340459647248,3.4206481541829526e-10,0.0006821606449946,0.0002852132132581,2.496524002250957e-10,0.0002766239170089,0.0001233022891207,21,9355,1.0192806003367716,True,0.0377216969300589,18024,0.0001394181764305,3.200016348238152e-06,0.6291902982667605,1850,1600.0,1.8989776781001904,2.2803534719380774,0.2473262503070457,2.7741848884436426e-08,0.4696670285413001,9355,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_161123,715,1e-06,100.61482059163248,1536.4124696337406,4215.202512536096,4602.708365778663,5000.0,298.15,18024,0.6017880726892569,1.0,1.154518483522089,0.9302702702702704,co2_pore_networks_power22/seed_161123/pore_network.npz,18,0.0019241047568145377,2.732202684511235e-08,1.5178903802840193e-09,0.008538089769496073,46,43,2.5555555555555554,8.4345681816245e-07,4.685871212013611e-08,1.5143613191975285,5.0,0.008049663295031425,2.823518207159359e-08,9355,True,7.565426232210888e-09,9355,True,0.4,0.2,0.87325118184722,0.05676239284977607,0.23601976293976354,0.19859434205201326,0.5625119870011449,0.02311295439140765
18427,True,True,True,True,True,True,True,False,,1e-10,1.7927142235520852,5.478135434671535,5.093e-05,1.5e-05,2.1640333735473585e-07,0.0001198972951691,0.0018049059159295,1.8475606543918797e-06,0.5699807197633043,7.561046678679414e-15,0.0018067534765839,5000.0,0.0018067534765839,0.2843179552259188,0.0,0.0,6.05,2.309036967044178,0.00855,0.0605316338000422,,1.431146867680866e-17,2.4001816229547136e-06,9.458389289072014e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_18427/run_metadata.json,0.0,0.0,adsorption,0.4499378234869928,0.1017125018494656,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_18427,1.118332369100862,20,1.0,3.853144620623603,3.449445698798626e-10,0.0006812316648366,0.0002852546470279,2.493354624107897e-10,0.0002775983772536,0.0001232900803797,11,9397,1.0641037972525038,True,0.0389547520070924,18104,0.0001400504977366,3.2414441231610693e-06,0.6356484772115661,1850,1600.0,1.8385697953235416,2.2658646982036714,0.2843179552259189,2.4778372119679543e-08,0.5227384047465257,9397,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_18427,695,1e-06,95.76510381595436,1488.6262000931729,4184.178570284866,4585.766683823066,5000.0,298.15,18104,0.6017880726892569,1.0,1.154518483522089,0.9054054054054054,co2_pore_networks_power22/seed_18427/pore_network.npz,20,0.0021283388315419816,3.7943545076973917e-08,1.897177253848696e-09,0.011705753249255834,44,43,2.2,6.035577112064612e-07,3.0177885560323055e-08,1.5382951322657705,5.0,0.008163190994556402,2.9814489676994364e-08,9397,True,7.258022226656612e-09,9397,True,0.4,0.2,0.8584765959044305,0.05573592573406364,0.06825066250993513,0.04244340819871987,0.5712690102020473,0.05630945707110966
27183,True,True,True,True,True,True,True,False,,1e-10,1.7668471806863275,5.323640116532122,5.093e-05,1.5e-05,2.2615089818530378e-07,0.0001131521423252,0.0019986444227921,2.0640056812530924e-06,0.6504428598047701,1.9487052469873165e-13,0.002000708428473,5000.0,0.0020007084284734,0.3148366297083697,0.0,0.0,6.05,2.309036967044178,0.00855,0.0571790064777138,,3.898791012257874e-16,2.704478005427325e-06,1.978740770553497e-13,co2_adsorption_campaign_finite_inlet_5000s/seed_27183/run_metadata.json,0.0,0.0,adsorption,0.4447510275308164,0.1016572593648905,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_27183,1.0992363509357042,23,1.0,3.8513527964923537,3.393467394901544e-10,0.0006822949272002,0.0002853011806398,2.501920336756794e-10,0.000278180474138,0.0001231702942826,8,9351,0.98093914591674,True,0.0382073645756895,18007,0.0001392110209242,3.173231360972433e-06,0.6472383513224237,1850,1600.0,1.7925516897991711,2.2676884871085705,0.31483662970837,3.230876133278809e-08,0.5643609325944147,9351,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_27183,730,1e-06,92.39294419928038,1388.936035691538,4139.106497771732,4561.809145862861,5000.0,298.15,18007,0.6017880726892569,1.0,1.154518483522089,0.8848648648648648,co2_pore_networks_power22/seed_27183/pore_network.npz,23,0.0024596299860977435,4.020289143162112e-08,1.7479518013748312e-09,0.012669385512218367,53,50,2.3043478260869565,2.227045776217783e-06,9.682807722686012e-08,2.914592016153709,5.0,0.008042925009519353,3.2764420407319354e-08,9351,True,6.79562677150059e-09,9351,True,0.4,0.21666666666666667,0.8550787282931147,0.048968866766924996,0.0840147018071386,0.0805875066967087,0.5643914135656227,0.03795074888019516
