throat_id,pore_1,pore_2,particle_1,particle_2,particle_3,x_m,y_m,z_m,length_m,radius_m,area_m2
0,0,4,1490,1741,1789,-0.00016192912081495196,0.006490364551365022,0.03387199503646812,0.0008128844077890319,0.00012378904905912126,4.814091340572965e-08
1,0,24,1490,1840,1789,0.00045406916611288943,0.006708717750292946,0.03393824543870503,0.0008073646294640709,0.00012396486391843837,4.827775747261567e-08
2,0,1,1490,1840,1741,8.965354141183239e-05,0.00661291146922474,0.03438752967508301,0.000699943797563673,0.00021542570586235304,1.4579576934502482e-07
3,1,2,1490,1787,1741,2.156341586846222e-06,0.006112097403722143,0.03485879243194005,0.0006592742609808867,0.00029220755667617754,2.6824569353576547e-07
4,1,525,1490,1840,1787,0.0007412430630104716,0.006237123396496842,0.034654997348356156,0.0014781902765613891,0.00012372519021356602,4.80912574752528e-08
5,2,3,1734,1490,1741,-0.00038931505971853263,0.005592694663991861,0.03452332383340177,0.0010178789130976147,0.0002443444119750877,1.875662499184158e-07
6,2,21,1734,1490,1787,-4.364056646868767e-05,0.00550079675166015,0.03487177651898982,0.00042720182768692946,0.00031068658807271597,3.032458625948292e-07
7,3,5,1490,1793,1741,-0.0006748026472080679,0.005461110041388859,0.033927695540305836,0.0001839527828672993,0.0003552396054688267,3.964538419041849e-07
8,3,29,1734,1793,1741,-0.0009342378504463169,0.00539385192266818,0.03408681066810623,0.0002855826061604277,0.00033674123785633954,3.5623983481162215e-07
9,3,20,1734,1490,1793,-0.00044875392492023977,0.00515386940478143,0.03421409201306821,0.0003389807708259523,0.0003270178221224078,3.359639792146942e-07
10,4,32,1613,1741,1789,-0.0005804564227532068,0.006500422219821922,0.033530454854498855,0.0007378348041007729,0.0001358226584141475,5.795545579767044e-08
11,4,1189,1613,1490,1789,-0.00011492328266145193,0.006285120171277935,0.0333602693840446,0.000900033177403589,0.00012373965497027245,4.810250286515223e-08
12,4,5,1613,1490,1741,-0.000442748473323475,0.006053779863259516,0.03372221068725898,0.000988950044313411,0.00013583698524109635,5.796768294132061e-08
13,5,30,1613,1793,1741,-0.0009162888868323473,0.005468271766215765,0.033913566783276866,0.00027232129846723455,0.0003289970684509173,3.4004307043985684e-07
