pore_id,particle_index,particle_id
0,1490,1491
0,1741,1742
0,1789,1790
0,1840,1841
1,1490,1491
1,1741,1742
1,1787,1788
1,1840,1841
2,1490,1491
2,1734,1735
2,1741,1742
2,1787,1788
3,1490,1491
3,1734,1735
3,1741,1742
3,1793,1794
4,1490,1491
4,1613,1614
4,1741,1742
4,1789,1790
5,1490,1491
5,1613,1614
5,1741,1742
5,1793,1794
6,7,8
6,39,40
6,58,59
6,126,127
7,460,461
7,471,472
7,538,539
7,709,710
8,1516,1517
8,1613,1614
8,1728,1729
8,1793,1794
9,44,45
9,98,99
9,115,116
9,134,135
10,922,923
10,979,980
10,1143,1144
10,1190,1191
11,117,118
11,169,170
11,171,172
11,356,357
12,262,263
12,324,325
12,472,473
12,520,521
13,376,377
13,407,408
13,524,525
13,528,529
14,376,377
14,407,408
14,524,525
14,600,601
15,240,241
15,258,259
15,297,298
15,369,370
16,258,259
16,297,298
16,369,370
16,469,470
17,1074,1075
17,1292,1293
17,1366,1367
17,1368,1369
18,629,630
18,666,667
18,767,768
18,812,813
19,1727,1728
19,1734,1735
19,1793,1794
19,1810,1811
20,1490,1491
20,1727,1728
20,1734,1735
20,1793,1794
21,1490,1491
21,1727,1728
21,1734,1735
21,1787,1788
22,1490,1491
22,1727,1728
22,1787,1788
22,1811,1812
23,1481,1482
23,1687,1688
23,1820,1821
23,1848,1849
24,1490,1491
24,1789,1790
24,1840,1841
24,1848,1849
25,44,45
25,88,89
25,115,116
25,358,359
26,44,45
26,115,116
26,134,135
26,358,359
27,1516,1517
27,1728,1729
27,1744,1745
27,1793,1794
28,1734,1735
28,1741,1742
28,1744,1745
28,1815,1816
29,1734,1735
29,1741,1742
29,1744,1745
29,1793,1794
30,1613,1614
30,1741,1742
30,1744,1745
30,1793,1794
31,1613,1614
31,1728,1729
31,1744,1745
31,1793,1794
32,1613,1614
32,1741,1742
32,1774,1775
32,1789,1790
33,1741,1742
33,1744,1745
33,1774,1775
33,1815,1816
34,1728,1729
34,1744,1745
34,1774,1775
34,1815,1816
35,1613,1614
35,1741,1742
35,1744,1745
35,1774,1775
36,1613,1614
36,1728,1729
36,1744,1745
36,1774,1775
37,732,733
37,821,822
37,965,966
37,1009,1010
38,32,33
38,85,86
38,157,158
38,158,159
39,85,86
39,157,158
39,158,159
39,366,367
40,32,33
40,85,86
40,157,158
40,366,367
41,1628,1629
41,1664,1665
41,1687,1688
41,1752,1753
42,1778,1779
42,1825,1826
42,1836,1837
42,1842,1843
43,1778,1779
43,1823,1824
43,1825,1826
43,1842,1843
44,1479,1480
44,1646,1647
44,1798,1799
44,1845,1846
45,1739,1740
45,1743,1744
45,1761,1762
45,1802,1803
46,1646,1647
46,1739,1740
46,1761,1762
46,1798,1799
47,1628,1629
