throat_id,pore_1,pore_2,particle_1,particle_2,particle_3,x_m,y_m,z_m,length_m,radius_m,area_m2
0,0,286,621,717,749,0.006500979390351282,-0.0008634774946748719,0.013283454322194955,0.00018135198551451077,0.0003315338898608205,3.453072772699947e-07
1,0,69,767,717,749,0.006430065483111853,-0.0008478414719139098,0.01347558823677804,0.00023713135734322352,0.00031464454244196796,3.110214051955412e-07
2,0,3063,767,621,717,0.006598396027888163,-0.0013876395679613546,0.013140928233752628,0.0008447890285677624,0.00020417702891390485,1.309675286429493e-07
3,1,91,1541,1224,1307,0.00575401252232421,-0.0022254255223843303,0.025504134396739608,0.0007551010536098264,0.00040258058092316215,5.091614529460501e-07
4,1,16,1296,1224,1307,0.005937329050391166,-0.001565490291403581,0.025920454928946558,0.00044348340573738975,0.00041763589095694176,5.479557657052768e-07
5,1,13,1296,1541,1307,0.006253678955285964,-0.002050182151935097,0.025369276524983324,0.0003904622590992386,0.0003938198242644564,4.872423406106108e-07
6,1,2,1296,1541,1224,0.0060259008847491375,-0.001964423244381713,0.025843015174538287,0.00017383847815949008,0.0004887907948179423,7.505781361776697e-07
7,2,2016,1442,1541,1224,0.005861250666783469,-0.002288955540958708,0.026270896909200977,0.0009258247998618037,0.0004000117824908494,5.026844376398598e-07
8,2,15,1296,1442,1224,0.006014930272197811,-0.0017289741612085754,0.026132966973167755,0.00018895403204781852,0.00045935833641742743,6.629077210449888e-07
9,3,1832,1210,1261,1339,0.003401143396680909,-0.005588058980390468,0.022749029700931372,0.0004888561893344195,0.0003016896894539948,2.8593729781391467e-07
10,3,30,1118,1210,1339,0.0038532044511003605,-0.005449262073868402,0.022429805429519348,0.0009560416636472865,0.00016436121809358726,8.486890035708675e-08
11,3,78,1118,1210,1261,0.003440394554721206,-0.005509304212737822,0.022926144945244146,0.00042104101183230427,0.0002887841418194554,2.6199714236411336e-07
12,4,456,103,264,323,-0.006450880168815903,0.0003299894170440624,0.001757049336760004,0.0006791212798020344,0.0003640284468261545,4.1631352292384615e-07
13,4,1248,103,79,323,-0.006647126012359953,0.00046283716425137597,0.001608352899997857,5.747338934678147e-05,0.0003908498026855674,4.799209037797274e-07
14,5,36,340,114,86,0.002844407899280093,-0.005909767000186809,0.0016263810345084214,0.0001781481786394345,0.00029739625278517323,2.778566893759473e-07
15,5,6,33,340,86,0.002562704418844805,-0.006216429443262776,0.0011363947210370803,0.00147515678516273,0.00013810910808571462,5.992313328659321e-08
16,5,179,33,340,114,0.0027357363225270475,-0.005851611741154266,0.001596265903868879,0.0005393352222763503,0.00030112363450628566,2.848653064011952e-07
17,6,7,84,33,340,0.0017306178439292,-0.006422497886927633,0.0010322696172067169,0.0010234422899494922,0.00021041468760440616,1.390919436730785e-07
18,7,178,33,340,157,0.0017879325828897103,-0.006091568085229742,0.0014705415361068177,0.001079068459727784,0.00013771558119046853,5.958213089139773e-08
19,7,41,84,340,157,0.0014206764958545862,-0.006628850253348938,0.0014819542267740628,0.0010291514911962493,0.00012436286775933903,4.8588258010927063e-08
20,7,173,84,33,157,0.001420846893687837,-0.006228021062840853,0.001033799643086026,0.0009141520278210702,0.0002008458049955411,1.2672882349942263e-07
21,8,25,452,361,431,0.004144693600258977,0.005363025868545235,0.00638045352783764,0.0015311037142192161,0.00018963600266380242,1.1297736912117612e-07
22,8,143,452,531,431,0.0036825366325425515,0.005702845561287222,0.006386607698490393,0.001244679454359356,0.00019667027498108806,1.2151428133401926e-07
23,8,2266,452,531,361,0.004169857694017835,0.0058983009433301115,0.006568098558378444,0.00032520491629706833,0.0004012491015695129,5.057990609106628e-07
24,9,224,1447,1782,1565,-0.006023308389612056,0.0031663741131333074,0.03209120727242471,0.0008824618394427864,0.00016221836055881978,8.267037137262276e-08
25,9,53,1756,1782,1565,-0.005840755092583253,0.003638191072843123,0.032142608560612046,0.0012509973336865684,0.0001763367698723959,9.76867441405084e-08
26,9,1810,1756,1447,1565,-0.00555724378274998,0.003329107532394815,0.03188705998683656,0.0007281252830661679,0.000167985089477182,8.865257257628288e-08
27,9,52,1756,1447,1782,-0.0055653690148579835,0.0032407182795859014,0.032480151186282884,0.001124858906902618,0.0001236880012167827,4.806235152925607e-08
28,10,759,1811,1666,1780,-0.004442935489427139,-0.004465343400764544,0.03447725555928831,0.0001265168164845607,0.0008433901944918015,2.234636908996956e-06
29,10,760,1811,1847,1780,-0.004360901575161665,-0.0042622505155014995,0.034719512875926097,0.00015348262944823586,0.0008846243373367952,2.4584854325156503e-06
30,11,19,690,746,457,0.002750522598920463,0.006226892279156781,0.011813833953263162,0.001391036658885384,0.0001241077879800996,4.838914437115498e-08
31,11,1271,771,746,457,0.0027618853195236093,0.0060997532646273065,0.012540387804546735,0.0007458535277265335,0.0002191560547063746,1.50888735786018e-07
32,11,298,771,690,457,0.0026625377439294957,0.005791626531614736,0.012259289649702835,0.00043623845101614385,0.0002894000430526256,2.6311587718172e-07
33,11,126,771,690,746,0.0022659642903611445,0.005835568148636826,0.012204757785985166,0.001123554337345058,0.0002282337936994589,1.6364764918539244e-07
34,12,122,785,646,746,0.001232364847613465,0.006067522356698831,0.012458387424237712,1.0464669580695982e-05,0.0004714772630798092,6.983471744037443e-07
35,12,125,771,646,746,0.0013434129246998857,0.005941302807362986,0.0122956192654224,0.00011288356762318567,0.0004527090621281655,6.438552612677214e-07
36,12,54,771,785,746,0.0013206282722741992,0.006366501268068787,0.01280397412196953,0.00038870430985015185,0.0003757669676010062,4.4359543975497804e-07
37,12,56,771,785,646,0.0011208516223738673,0.0061042252940523,0.01269276726873602,0.0005024669578461363,0.00044028138896391484,6.089905148471176e-07
38,13,90,1232,1541,1307,0.006010055473153434,-0.0022194741338470696,0.025261482272167297,0.0005538886484249865,0.00035098520625984964,3.87014731116895e-07
39,13,1144,1232,1296,1307,0.006455689036266985,-0.00155387537306297,0.02500565377158095,0.0014947400294264587,0.00017100216060733956,9.186563220815047e-08
40,14,413,1271,1442,1237,0.006850035840569563,-0.0011631749344958658,0.0269134021753526,0.00038076843957410186,0.0002454472683624307,1.8926324365494022e-07
41,14,800,1271,1296,1237,0.0066410332219060016,-0.0008861924513563846,0.026467444552202447,0.0008240788396580487,0.00018040177923293887,1.0224251071994287e-07
42,14,15,1271,1296,1442,0.006555270427949944,-0.001391213257885578,0.026488737298894824,0.0012152292356307278,0.0001804290532274954,1.0227342806994522e-07
43,15,66,1271,1442,1224,0.005807832168447539,-0.0020214205255780536,0.026509754166579032,0.0010626782040144894,0.0003462690048550147,3.766839451981431e-07
44,15,16,1271,1296,1224,0.0059274756919036825,-0.0015300536574231632,0.02591559190459743,0.00031696707723402633,0.00041754698546604436,5.477224950880563e-07
45,16,787,1271,1224,1307,0.005633825693874013,-0.0011678936367489864,0.02591413074690012,0.0005880868242497003,0.00031677197695702253,3.152414981145825e-07
46,16,795,1271,1296,1307,0.0059620119584761246,-0.0011503942980324645,0.025870896532500444,0.0004414281453955435,0.0003489277433324445,3.824906964930836e-07
47,17,444,97,160,15,-0.006105755400850858,0.002030120378811216,0.00145149804883392,0.0007034465329086412,0.0003006097516369005,2.8389386161579016e-07
48,17,1241,97,160,79,-0.006248945187438496,0.0017985612465768865,0.0012973430620175333,0.00011610670052476725,0.0003449318810597957,3.737804188172518e-07
49,18,2263,690,551,457,0.0035051935070919216,0.005621418639473255,0.011137553661203772,0.001168503102586928,0.0002897831048564078,2.6381288016839507e-07
50,18,2254,626,551,457,0.00343397228643017,0.005960238031226065,0.01092394850794189,0.0003043823859290185,0.0003669682667561024,4.230648014753226e-07
51,18,19,626,690,457,0.0032427712737172236,0.006297267089676309,0.011035494385524515,0.000987658501880298,0.0002895818469346895,2.6344656485374417e-07
52,18,22,626,690,551,0.002980270205153893,0.00574015478264071,0.010481179418679461,0.001243604665519196,0.00013278505533596352,5.5392156153121594e-08
53,19,20,626,690,746,0.0026162525712851467,0.006767202157246223,0.01108189522779426,0.000494489175707627,0.00038362395162510764,4.623398224442491e-07
54,20,123,690,743,746,0.001942670814179289,0.006467299769997458,0.011309187033833776,0.001264703639504674,0.00018694008818210368,1.0978797105081019e-07
55,20,521,626,690,743,0.0021896559346903464,0.006496192689432181,0.010663781545647316,0.0008240575869563395,0.0002695665456903365,2.2828735678496394e-07
56,21,2279,551,438,453,0.003508748425640939,0.005710155582272464,0.009279458504732909,0.0006347259536126182,0.00035718691344241384,4.0081221687488804e-07
57,21,113,626,438,453,0.002974073851608411,0.006118486701763246,0.009144430914261162,0.00120327666802684,0.00014842893280793488,6.921289300383766e-08
58,21,22,626,551,453,0.002993042940984859,0.005638783037631096,0.009773955035874221,0.00125381253604242,0.00012365290352777249,4.8035079067636026e-08
59,21,911,626,551,438,0.003447497897712041,0.005720834549390674,0.009291503287308866,0.000581342807189357,0.00035660837502212177,3.995148710602445e-07
60,22,44,690,551,453,0.002540357548640611,0.005429862292627592,0.010166982974177724,0.0005813781570920921,0.0002687325445685972,2.2687696375416754e-07
61,22,519,626,690,453,0.002497467110267704,0.005612543841452102,0.010144265927256103,0.00030595972175341904,0.0002723814296122954,2.330799212274542e-07
62,23,25,303,361,431,0.004636789228730613,0.004910985486009712,0.005642730801247534,0.0016788464618007362,0.0002756057949272558,2.386308358441197e-07
63,23,112,303,267,431,0.004420126685658266,0.005138265604125499,0.004923297688891621,0.0015169219780827828,0.00018659597364359436,1.0938415327727889e-07
64,23,24,303,267,361,0.004860717681325986,0.005361180811907098,0.005326635839453006,0.0001624333976524096,0.0005207459210654558,8.519255168522598e-07
65,24,103,303,338,361,0.005071879441322487,0.004463267638166017,0.005754598168313103,0.001398472273997343,0.00026774736913210415,2.2521654773791895e-07
66,24,106,303,338,267,0.005702966998909123,0.005112913222154543,0.005010497296918528,0.00010678671797252286,0.0007071196162895798,1.5708533521727137e-06
67,25,111,303,452,431,0.004054952281777836,0.004662873940375626,0.005957849961389834,0.00047699876546399185,0.00048688506069237446,7.447367254831083e-07
68,25,102,303,452,361,0.0040704569833918324,0.004593265474782138,0.00599149832091906,0.00010665393296510457,0.0004844723014607303,7.37373927327957e-07
69,26,83,755,610,514,0.0022587264346467587,-0.0031008738858739272,0.009465964676102133,0.0010337449774162147,0.0002456098719498188,1.8951409245384063e-07
70,26,1446,591,610,514,0.002446906297046069,-0.0025216324219097842,0.009685313413976679,0.00030793216097762854,0.00041701912172571363,5.463385066980723e-07
71,26,154,591,755,514,0.0024994262088194204,-0.0027537015612527273,0.00993295121800922,0.0005107278860136906,0.0003740079306401098,4.394520505119655e-07
72,26,159,591,755,610,0.002113931058297136,-0.0022691230267566373,0.009647756090308256,0.00038357788567923467,0.00034180846927363317,3.670417876990643e-07
73,27,1002,488,716,758,0.003143024498889467,-0.0023843590104847957,0.012945009344544765,0.0011706330595641864,0.0001236652797124662,4.804469502883218e-08
74,27,2249,421,716,758,0.0038354953174334102,-0.0021309538195555555,0.012759537527209694,0.0001464157198098129,0.00042245972851941724,5.606870221983953e-07
