throat_id,pore_1,pore_2,particle_1,particle_2,particle_3,x_m,y_m,z_m,length_m,radius_m,area_m2
0,0,6375,121,50,216,-0.005761901847661498,0.0031023274929464022,0.002001205420085443,0.0005800378707528277,0.00043679919623336287,5.993955767994857e-07
1,0,1,121,73,216,-0.00576547291859033,0.003769835252506976,0.0019263696222928867,0.00041089010204931184,0.0003826188609621148,4.5992034529338197e-07
2,0,214,121,73,50,-0.005859913851314085,0.003142437302171935,0.0016042362650168394,5.106378551607503e-05,0.00044591191742298123,6.246662347930715e-07
3,1,4224,121,322,216,-0.005430817873832636,0.0037136847493556206,0.0022926653131387187,0.001187877848115379,0.00026321605426397204,2.1765799376488973e-07
4,1,2,121,322,73,-0.005346694670236719,0.004139493858115389,0.001534967091608232,0.0011749120264553333,0.00013693732261745376,5.891061239238228e-08
5,2,57,121,73,135,-0.004991781864160651,0.004339450299609362,0.0011177646093698576,0.0011266990480692982,0.0002169429095025497,1.4785662659643814e-07
6,2,719,121,322,135,-0.004889801111060009,0.004470690694691236,0.0013910478202540505,0.0005597311641485253,0.00021722769994952267,1.4824507711995408e-07
7,3,24,361,74,372,-0.004098085271827957,-0.004914297593570305,0.004183778408664885,0.0003219287175335687,0.0003634045826551483,4.1488780721849783e-07
8,3,13,185,74,372,-0.004588784160059243,-0.004653249239638495,0.004021678204783649,0.0007016628935135071,0.00024560307206032185,1.895035989257294e-07
9,3,19,185,361,372,-0.004118722841606464,-0.004294572136865706,0.004335447429316875,0.0008823902325797151,0.00022129252310252657,1.5384498850534282e-07
10,3,4,185,361,74,-0.003977635761947363,-0.004870283649039134,0.004030822264116789,0.00035716293054325574,0.00035442703904888624,3.9464223846452934e-07
11,4,27,68,361,74,-0.003828908881436564,-0.004951954947360576,0.003934306259864552,0.00017929404494730137,0.0003678122855129588,4.2501311849344466e-07
12,4,827,185,68,74,-0.003865052307620497,-0.004896084917960931,0.003334017028612461,0.0009354055764461686,0.0002089700091481777,1.371885279685454e-07
13,4,1092,185,68,361,-0.0034716428034931033,-0.004372575095571957,0.0038746913669721935,0.0013782033569728594,0.0001647548713931881,8.527591767009408e-08
14,5,26,140,361,372,-0.003933711480480969,-0.00503691926002668,0.00521836839608359,0.0007758558087901337,0.00020418816674111658,1.3098181755192106e-07
15,5,85,292,361,372,-0.003935475076595485,-0.0045029514856019925,0.005455437097870586,0.0010540281443043305,0.00016450236807908107,8.501473023052936e-08
16,5,9,292,140,372,-0.004245436159221946,-0.004921362024645402,0.005723187443968754,0.0008976761852913444,0.00014950966346374492,7.022445874061121e-08
17,5,14,292,140,361,-0.003702837854874221,-0.004991698505716029,0.005523995056889731,0.00043516849053344843,0.00021557102861154674,1.459925386979914e-07
18,6,1384,197,116,99,0.0075817355102491615,0.0009917073481342106,0.0022143135245206377,0.0003058982033839525,0.0007838185270478355,1.9301049386468103e-06
19,6,7,197,193,99,0.007607769880171439,-0.0001662514413185771,0.0020950442348004025,0.0008373524143794367,0.0005584978095047299,9.799249623100944e-07
20,6,168,197,193,116,0.0067598297104370635,0.000620380634022154,0.0013236420777248902,0.0014899597232981394,0.00023559751228999215,1.7437783181256262e-07
21,7,3208,197,38,99,0.006970198000493099,-0.0005258816145117945,0.0025164701739986586,0.0014038606063413546,0.00023369180931104413,1.7156822363832197e-07
22,7,8,197,38,193,0.006841804828632249,-0.00046938112716367753,0.0016057036414369702,0.0013717228489006983,0.00013496837239699514,5.722870177200798e-08
23,8,50,38,198,193,0.006730307158624487,-0.0008678877364118277,0.0011591717008451459,0.0011552431063802018,0.00012354583782606262,4.7951932084605896e-08
24,8,169,197,198,193,0.006390456141129162,-0.0004120266225104722,0.0012690581410116871,0.000744062484883171,0.000168567096198639,8.926793402965374e-08
25,8,63,197,38,198,0.006372510396831224,-0.0007258216035409888,0.001572458285140376,0.0006834410238479507,0.00017809023824482165,9.963917030143571e-08
26,9,1031,596,292,372,-0.004686656823780139,-0.004713059279155549,0.006052980136993244,0.0008945040471110696,0.0002286428253298773,1.6423474055921705e-07
27,9,1167,596,292,140,-0.0044094200694516136,-0.00517156304534903,0.006342813456154532,0.0008323822193607673,0.00015840874621478535,7.88330239383501e-08
28,10,1004,675,764,831,-0.0053904512978622246,0.004251715224739834,0.014936960664867983,0.0012956022961824608,0.00013135399165980133,5.4204634772169314e-08
29,10,2200,885,764,831,-0.005389265675848071,0.004252885473185764,0.015737729462920357,0.0016422185212309852,0.00013143251698441655,5.426946278031944e-08
30,10,3523,885,675,831,-0.005918970967608515,0.0045144538495949784,0.015337778943432199,0.00035091118956701375,0.0004707657541229076,6.962410056184912e-07
31,11,12,246,210,112,-0.006884054728145705,0.0002743219214141828,0.002985190470776485,0.0006536017312022005,0.00018439888260683853,1.0682341134393001e-07
32,11,225,124,246,112,-0.006716712955082074,0.0006714615089357631,0.0034087968887879933,0.0008525205605056315,0.00012383101535549826,4.817355988472125e-08
33,11,61,124,246,210,-0.006748917031554226,0.0008046768827976963,0.002787941006221806,0.0011188466318721591,0.0001441457023995846,6.52759603836888e-08
34,12,20,423,246,112,-0.006666342068122322,-0.00024290870819651512,0.003078888967202178,0.0008100993499241236,0.00021333274064844643,1.4297657788203145e-07
35,12,67,423,246,210,-0.006654508618480945,-0.0001703343647054598,0.0026962400041087914,0.0008228997005816081,0.00020915128605742469,1.3742664729620416e-07
36,13,292,256,185,372,-0.0048077389103877025,-0.004263855897497788,0.004086869352444349,0.0008812569858807571,0.0002019041531713966,1.2806792637386415e-07
37,13,70,256,185,74,-0.004889165333262239,-0.004536283290156751,0.003510166697964613,0.0010553385223764406,0.00013960880435923422,6.12315831226214e-08
38,14,28,220,140,361,-0.003472202362629927,-0.0052322301756886295,0.005393445394534736,0.0006962041537055756,0.00020413899069480232,1.3091873463782695e-07
39,14,15,220,292,361,-0.00321992183575038,-0.004785512159683099,0.005684552339430616,0.0010925129558001332,0.00013985713384403737,6.144960849810087e-08
40,14,1165,220,292,140,-0.0035151219914375644,-0.00527996937825552,0.0059990104478717015,0.0009892795829353584,0.0001234278027660578,4.786034979403869e-08
41,15,88,517,292,361,-0.0031831289354300137,-0.004024343411903189,0.00570792495744216,0.0011311774545661158,0.00020360009572474287,1.302284370620826e-07
42,15,16,517,220,361,-0.0027673305592424017,-0.004351545968245615,0.005850268276410859,3.7855999489763824e-05,0.00034751959504347024,3.794097330343223e-07
43,15,2409,517,220,292,-0.0026861081553260554,-0.0043711938912222355,0.006023314546648237,0.00020398086842520356,0.0003313282858857675,3.448791187233667e-07
44,16,40,220,311,361,-0.0025042156410407675,-0.004734823855496428,0.005329923768879441,0.0010323807433041626,0.0001351442365244705,5.737793721944437e-08
45,16,17,517,311,361,-0.0026589777055919593,-0.0039396724484295695,0.005451822673749663,0.0009780803365455836,0.00020488719135681197,1.3188016773643197e-07
46,16,2411,517,220,311,-0.0026109690386716742,-0.0043590353605276275,0.005965645484861413,0.00020165658597104212,0.0003354259860224115,3.534624495895923e-07
47,17,1088,311,361,417,-0.002514232209014911,-0.003697311970164437,0.0048795718884776665,0.0008366279093198858,0.000244242983510954,1.8741056305077442e-07
48,17,18,517,361,417,-0.002710027806633243,-0.0035679813525043456,0.005143906221926307,0.00037248500947424315,0.0002832722846544542,2.520914075757674e-07
49,17,2439,517,311,417,-0.0021849147574103337,-0.003438864831656724,0.0054488204456099795,0.0013280301480243972,0.00014135623585533074,6.277400194743124e-08
50,18,1090,187,361,417,-0.0028873207254092696,-0.0034464105138352677,0.004778819175709441,0.0008623711749177726,0.00026677239894740167,2.2357933551287765e-07
51,18,76,187,517,417,-0.0029847701988900428,-0.0030109662067363575,0.00521480628849605,0.0007211197925286225,0.00022214984108085702,1.5503933127529455e-07
52,18,89,187,517,361,-0.003227434520255738,-0.003539353847962373,0.005298407923389751,0.0008869363432368888,0.00024312271178898671,1.85695309989529e-07
53,19,86,187,361,372,-0.004067749902134044,-0.00393742846422419,0.004840391748286302,0.0010219982372912499,0.0001903325823734461,1.1380888085903695e-07
