pore_id,particle_index,particle_id
0,50,51
0,73,74
0,121,122
0,216,217
1,73,74
1,121,122
1,216,217
1,322,323
2,73,74
2,121,122
2,135,136
2,322,323
3,74,75
3,185,186
3,361,362
3,372,373
4,68,69
4,74,75
4,185,186
4,361,362
5,140,141
5,292,293
5,361,362
5,372,373
6,99,100
6,116,117
6,193,194
6,197,198
7,38,39
7,99,100
7,193,194
7,197,198
8,38,39
8,193,194
8,197,198
8,198,199
9,140,141
9,292,293
9,372,373
9,596,597
10,675,676
10,764,765
10,831,832
10,885,886
11,112,113
11,124,125
11,210,211
11,246,247
12,112,113
12,210,211
12,246,247
12,423,424
13,74,75
13,185,186
13,256,257
13,372,373
14,140,141
14,220,221
14,292,293
14,361,362
15,220,221
15,292,293
15,361,362
15,517,518
16,220,221
16,311,312
16,361,362
16,517,518
17,311,312
17,361,362
17,417,418
17,517,518
18,187,188
18,361,362
18,417,418
18,517,518
19,185,186
19,187,188
19,361,362
19,372,373
20,112,113
20,205,206
20,246,247
20,423,424
21,144,145
21,153,154
21,181,182
21,215,216
22,136,137
22,144,145
22,153,154
22,215,216
23,136,137
23,144,145
23,153,154
23,412,413
24,74,75
24,204,205
24,361,362
24,372,373
25,74,75
25,140,141
25,204,205
25,372,373
26,140,141
26,204,205
26,361,362
26,372,373
27,68,69
27,74,75
27,204,205
27,361,362
28,140,141
28,204,205
28,220,221
28,361,362
29,97,98
29,140,141
29,204,205
29,220,221
30,456,457
30,471,472
30,569,570
30,576,577
31,32,33
31,222,223
31,225,226
31,388,389
32,32,33
32,97,98
32,225,226
32,388,389
33,32,33
33,68,69
33,222,223
33,388,389
34,32,33
34,97,98
34,204,205
34,388,389
35,32,33
35,97,98
35,204,205
35,220,221
36,32,33
36,97,98
36,220,221
36,290,291
37,32,33
37,220,221
37,290,291
37,311,312
38,32,33
38,68,69
38,204,205
38,388,389
39,32,33
39,68,69
39,311,312
39,361,362
40,32,33
40,220,221
40,311,312
40,361,362
41,32,33
41,68,69
41,204,205
41,361,362
42,32,33
42,204,205
42,220,221
42,361,362
