pore_id,particle_index,particle_id
0,463,464
0,550,551
0,655,656
0,669,670
1,486,487
1,554,555
1,555,556
1,619,620
2,1350,1351
2,1353,1354
2,1356,1357
2,1478,1479
3,162,163
3,228,229
3,392,393
3,400,401
4,551,552
4,718,719
4,733,734
4,755,756
5,324,325
5,463,464
5,550,551
5,612,613
6,96,97
6,97,98
6,120,121
6,229,230
7,97,98
7,120,121
7,229,230
7,235,236
8,406,407
8,463,464
8,542,543
8,669,670
9,4,5
9,131,132
9,144,145
9,241,242
10,486,487
10,541,542
10,619,620
10,712,713
11,486,487
11,554,555
11,619,620
11,712,713
12,554,555
12,619,620
12,712,713
12,716,717
13,486,487
13,523,524
13,541,542
13,664,665
14,420,421
14,422,423
14,433,434
14,456,457
15,387,388
15,432,433
15,455,456
15,499,500
16,308,309
16,313,314
16,448,449
16,524,525
17,1373,1374
17,1429,1430
17,1563,1564
17,1580,1581
18,1353,1354
18,1446,1447
18,1563,1564
18,1585,1586
19,1288,1289
19,1373,1374
19,1429,1430
19,1563,1564
20,1765,1766
20,1783,1784
20,1796,1797
20,1842,1843
21,422,423
21,433,434
21,456,457
21,579,580
22,4,5
22,136,137
22,144,145
22,241,242
23,9,10
23,114,115
23,147,148
23,401,402
24,108,109
24,250,251
24,340,341
24,401,402
25,108,109
25,112,113
25,250,251
25,340,341
26,108,109
26,112,113
26,340,341
26,401,402
27,50,51
27,250,251
27,340,341
27,401,402
28,50,51
28,114,115
28,340,341
28,401,402
29,9,10
29,114,115
29,340,341
29,401,402
30,9,10
30,114,115
30,239,240
30,340,341
31,115,116
31,164,165
31,220,221
31,304,305
32,1350,1351
32,1356,1357
32,1478,1479
32,1528,1529
33,1288,1289
33,1373,1374
33,1522,1523
33,1563,1564
34,1373,1374
34,1522,1523
34,1563,1564
34,1585,1586
35,1353,1354
35,1522,1523
35,1563,1564
35,1585,1586
36,359,360
36,507,508
36,611,612
36,658,659
37,78,79
37,228,229
37,392,393
37,628,629
38,78,79
38,228,229
38,392,393
38,400,401
39,121,122
39,164,165
39,267,268
39,304,305
40,121,122
40,272,273
40,304,305
40,356,357
41,121,122
41,267,268
41,272,273
41,304,305
42,675,676
42,740,741
42,899,900
42,1003,1004
43,359,360
43,474,475
43,586,587
43,658,659
44,689,690
44,924,925
44,987,988
44,1065,1066
45,843,844
45,923,924
45,1038,1039
45,1046,1047
46,843,844
46,1038,1039
46,1046,1047
46,1213,1214
47,1098,1099
47,1172,1173
47,1177,1178
47,1293,1294
48,1098,1099
48,1177,1178
48,1203,1204
48,1293,1294
49,2,3
49,155,156
49,237,238
49,299,300
50,2,3
50,28,29
50,237,238
50,299,300
51,354,355
51,600,601
51,656,657
51,867,868
52,293,294
52,422,423
52,456,457
52,579,580
53,287,288
53,293,294
53,422,423
53,579,580
54,293,294
54,420,421
54,422,423
54,456,457
55,116,117
55,373,374
55,442,443
55,557,558
56,1602,1603
56,1610,1611
56,1816,1817
56,1828,1829
57,1602,1603
57,1610,1611
57,1827,1828
57,1828,1829
58,319,320
58,507,508
58,637,638
58,644,645
59,309,310
59,563,564
59,637,638
59,644,645
60,359,360
60,563,564
60,637,638
60,644,645
61,359,360
61,507,508
61,637,638
61,644,645
62,293,294
62,336,337
62,405,406
62,456,457
63,313,314
63,448,449
63,464,465
63,524,525
64,36,37
64,70,71
64,139,140
64,148,149
65,34,35
65,78,79
65,228,229
65,400,401
66,12,13
66,34,35
66,78,79
66,400,401
67,319,320
67,404,405
67,637,638
67,644,645
68,309,310
68,404,405
68,637,638
68,644,645
69,309,310
69,355,356
69,404,405
69,467,468
70,148,149
70,176,177
70,200,201
70,242,243
71,36,37
71,148,149
71,176,177
71,200,201
72,324,325
72,326,327
72,463,464
72,655,656
73,324,325
73,326,327
73,463,464
73,612,613
74,326,327
74,463,464
74,550,551
74,655,656
75,326,327
75,463,464
75,550,551
75,612,613
76,259,260
76,324,325
76,326,327
76,655,656
77,270,271
77,367,368
77,583,584
77,613,614
78,367,368
78,479,480
78,583,584
78,613,614
79,52,53
79,174,175
79,223,224
79,239,240
80,1096,1097
80,1247,1248
80,1277,1278
80,1416,1417
81,511,512
81,554,555
81,712,713
81,716,717
82,511,512
82,712,713
82,716,717
82,854,855
83,533,534
83,568,569
83,629,630
83,647,648
84,511,512
84,554,555
84,577,578
84,716,717
85,541,542
85,712,713
85,714,715
85,755,756
86,541,542
86,718,719
86,755,756
86,762,763
87,541,542
87,714,715
87,755,756
87,762,763
88,523,524
88,541,542
88,714,715
88,762,763
89,718,719
89,733,734
89,755,756
89,762,763
90,675,676
90,733,734
90,762,763
90,899,900
91,675,676
91,762,763
91,899,900
91,1003,1004
92,23,24
92,307,308
92,420,421
92,421,422
93,307,308
93,420,421
93,422,423
93,433,434
94,287,288
94,422,423
94,458,459
94,516,517
95,560,561
95,633,634
95,649,650
95,721,722
96,455,456
96,460,461
96,528,529
96,616,617
97,533,534
97,564,565
97,568,569
97,647,648
98,502,503
98,533,534
98,549,550
98,647,648
99,502,503
99,533,534
99,549,550
99,817,818
100,502,503
100,533,534
100,564,565
100,647,648
101,493,494
101,507,508
101,611,612
101,658,659
102,359,360
102,493,494
102,586,587
102,658,659
103,359,360
103,493,494
103,507,508
103,586,587
104,359,360
104,493,494
104,507,508
104,658,659
105,334,335
105,339,340
105,366,367
105,585,586
106,269,270
106,334,335
106,339,340
106,366,367
107,1297,1298
107,1353,1354
107,1356,1357
107,1478,1479
108,1297,1298
108,1353,1354
108,1446,1447
108,1585,1586
109,1297,1298
109,1572,1573
109,1607,1608
109,1690,1691
110,1297,1298
110,1362,1363
110,1446,1447
110,1676,1677
111,1362,1363
111,1446,1447
111,1511,1512
111,1585,1586
112,1297,1298
112,1362,1363
112,1607,1608
112,1676,1677
113,1297,1298
113,1362,1363
113,1572,1573
113,1607,1608
114,1297,1298
114,1362,1363
114,1446,1447
114,1585,1586
115,1362,1363
115,1572,1573
115,1607,1608
115,1646,1647
116,1446,1447
116,1511,1512
116,1555,1556
116,1585,1586
117,1446,1447
117,1555,1556
117,1563,1564
117,1585,1586
118,1765,1766
118,1772,1773
118,1783,1784
118,1842,1843
119,53,54
119,113,114
119,188,189
119,219,220
120,9,10
120,147,148
120,219,220
120,401,402
121,9,10
121,188,189
121,219,220
121,401,402
122,9,10
122,113,114
122,188,189
122,219,220
123,363,364
123,599,600
123,620,621
123,817,818
124,549,550
124,599,600
124,620,621
124,817,818
125,363,364
125,553,554
125,560,561
125,620,621
126,363,364
126,560,561
126,599,600
126,620,621
127,539,540
127,549,550
127,599,600
127,620,621
128,539,540
128,549,550
128,620,621
128,846,847
129,287,288
129,422,423
129,516,517
129,646,647
130,287,288
130,422,423
130,579,580
130,646,647
131,131,132
131,144,145
131,241,242
131,361,362
132,131,132
132,136,137
132,241,242
132,361,362
133,136,137
133,144,145
133,241,242
133,361,362
134,130,131
134,301,302
134,307,308
134,433,434
135,301,302
135,420,421
135,433,434
135,456,457
136,301,302
136,307,308
136,420,421
136,433,434
137,1426,1427
137,1579,1580
137,1668,1669
137,1743,1744
138,889,890
138,929,930
138,1020,1021
138,1079,1080
139,929,930
139,1219,1220
139,1223,1224
139,1252,1253
140,889,890
140,929,930
140,1219,1220
140,1223,1224
141,889,890
141,929,930
141,1020,1021
141,1219,1220
142,44,45
142,136,137
142,144,145
142,361,362
143,53,54
143,137,138
143,153,154
143,214,215
144,53,54
144,113,114
144,188,189
144,214,215
145,53,54
145,137,138
145,188,189
145,214,215
146,18,19
146,21,22
146,157,158
146,276,277
147,72,73
147,157,158
147,265,266
147,276,277
148,21,22
148,72,73
148,157,158
148,276,277
149,21,22
149,72,73
149,157,158
149,265,266
150,18,19
150,21,22
150,72,73
150,276,277
151,18,19
151,72,73
151,74,75
151,276,277
152,18,19
152,21,22
152,72,73
152,74,75
153,112,113
153,191,192
153,250,251
153,340,341
154,96,97
154,97,98
154,129,130
154,187,188
155,96,97
155,97,98
155,129,130
155,229,230
156,96,97
156,129,130
156,172,173
156,187,188
157,96,97
157,129,130
157,172,173
157,229,230
158,62,63
158,129,130
158,172,173
158,187,188
159,62,63
159,115,116
159,129,130
159,187,188
160,90,91
160,97,98
160,229,230
160,235,236
161,115,116
161,164,165
161,215,216
161,304,305
162,115,116
162,164,165
162,215,216
162,220,221
163,115,116
163,187,188
163,215,216
163,220,221
164,62,63
164,115,116
164,187,188
164,215,216
165,1350,1351
165,1353,1354
165,1366,1367
165,1478,1479
166,359,360
166,563,564
166,576,577
166,644,645
167,319,320
167,576,577
167,622,623
167,644,645
168,359,360
168,507,508
168,576,577
168,586,587
169,319,320
169,507,508
169,576,577
169,644,645
170,359,360
170,507,508
170,576,577
170,644,645
