throat_id,pore_1,pore_2,particle_1,particle_2,particle_3,x_m,y_m,z_m,length_m,radius_m,area_m2
0,0,1959,1258,1310,1237,-0.005956905647288753,0.002652789367144647,0.02620646354972589,0.0002632617915958833,0.00035426203148970976,3.942748635923676e-07
1,0,84,1258,1370,1237,-0.005901646752934761,0.00254150996020277,0.026116550924469097,0.0005398633621423308,0.0003451602175778551,3.742754497094191e-07
2,0,1,1258,1370,1310,-0.005846722002113472,0.0032485918753404927,0.02624244852144946,0.0011790761381985084,0.00016729334157492795,8.792394879983688e-08
3,1,743,1258,1497,1310,-0.005534514708682244,0.0036731554119734137,0.026609747195737353,0.001118051216298501,0.0002172399044890963,1.4826173534296875e-07
4,1,3,1258,1370,1497,-0.005728892770479367,0.0038465655979239887,0.026171348779704236,0.0007879912797396447,0.0003069338166239781,2.959643161474612e-07
5,2,45,1497,1288,1499,-0.00450904528407657,0.004616030695208181,0.026407024879001383,0.000763279786770463,0.000306684846181086,2.9548436589496665e-07
6,2,351,1258,1288,1499,-0.0046002010897704376,0.004233310994038776,0.025897766681782564,0.0001629687685983999,0.0003715805866592901,4.33766396756964e-07
7,2,3,1258,1497,1499,-0.004940152026986026,0.0042613851748350695,0.025970864756550513,0.0009406207716746433,0.0003512133026108533,3.8751791661161494e-07
8,2,209,1258,1497,1288,-0.004573319297703797,0.004165250808398813,0.026389182670323336,0.0005955246931377149,0.0003623256429926214,4.124278800885755e-07
9,3,354,1258,1370,1499,-0.0054508795669730315,0.0042234571220664836,0.025619676148074377,0.00010096079013578404,0.0005021374214860913,7.921274236236409e-07
10,4,106,1183,1364,1204,-0.005033981092652515,-0.003845464147029079,0.024527370304956164,0.000897466136367985,0.00028498019425375013,2.5514039821563294e-07
11,4,5,1494,1364,1204,-0.00473013735003751,-0.004124841916977195,0.024916257092964363,0.0005345208843064934,0.0003670310635845584,4.2320960637154125e-07
12,4,54,1494,1183,1204,-0.004719804424448151,-0.00372803645453159,0.02500793157316547,1.1877609061887813e-05,0.0004410835311586093,6.112115579941895e-07
13,4,847,1494,1183,1364,-0.004522585199885432,-0.0035068436180268796,0.0250310878359402,0.0003800935258815282,0.00040704001335981164,5.205040109256671e-07
14,5,105,1364,1204,1223,-0.004995235289588013,-0.00412839677873032,0.02451730166465458,0.0007910901513578585,0.00027599295801210386,2.393017502079389e-07
15,5,60,1494,1204,1223,-0.004771524807476227,-0.004433109862765257,0.02507445147835336,0.0002645710094713243,0.00033909487878330455,3.6123708941503624e-07
16,5,12,1494,1364,1223,-0.004313653110304436,-0.004570785035741844,0.02467969193139413,0.0012089269903890298,0.00022067779461321785,1.5299144371292057e-07
