throat_id,pore_1,pore_2,particle_1,particle_2,particle_3,x_m,y_m,z_m,length_m,radius_m,area_m2
0,0,239,1755,1672,1638,0.005581519912213142,-0.003194273602539111,0.03301732220465447,0.0005519979536423323,0.00035301408839345544,3.9150196715004937e-07
1,0,2,1755,1650,1638,0.0054634001384981515,-0.003559120024051898,0.03290648220723847,0.00020541127574226397,0.00034934454461654416,3.8340502808911923e-07
2,0,41,1755,1650,1672,0.00560723620957713,-0.003154637773591705,0.032507286389311225,0.0008289396816845894,0.0002972457749984707,2.7757557835770665e-07
3,1,3462,1468,1687,1702,-0.006825407454973118,0.0005230737312804275,0.02872681682547169,0.0008694644817040812,0.00021483634055547232,1.4499911949519968e-07
4,1,1001,1532,1687,1702,-0.006811442147576603,0.001042214658008015,0.0293409050971154,0.0009182027840706793,0.00022137394256578852,1.5395821673859338e-07
5,1,174,1532,1468,1687,-0.007210065389322693,0.000335656525523594,0.029428706370004696,0.0009093266646911862,0.0003596153655842177,4.062808501323139e-07
6,2,614,1735,1755,1638,0.005276597396848654,-0.003476231052787763,0.033204020687199194,0.0009755050529193256,0.00028838210202209314,2.61268155267607e-07
7,2,307,1735,1755,1650,0.005143995903283991,-0.0037292353072553206,0.032475198049739834,0.0009476157355031166,0.00019251292741842812,1.1643127917746793e-07
8,3,29,1362,990,1182,-0.003732286994245132,0.004715976998848088,0.02202635457953993,3.281335166378649e-05,0.0005351884006549189,8.998357783653271e-07
9,3,50,1181,990,1182,-0.003457625634995556,0.0049589415704152425,0.02154844962221313,0.0007865825537511043,0.00043668359675512025,5.990783571355476e-07
10,3,27,1181,1362,1182,-0.003474476042437417,0.004473084999519017,0.022062813565406736,1.4528200741273554e-05,0.0005466202872711356,9.386882136731898e-07
11,3,130,1181,1362,990,-0.0035285088660757784,0.004145408807596027,0.0216465319110946,0.00036762548700959975,0.0004603675857309744,6.658238502507392e-07
12,4,5,1118,1122,1128,0.00038641201323775994,0.006655656682893187,0.020173157078706035,2.2708185110038958e-05,0.000382504208077252,4.59644753579307e-07
13,4,83,1118,1090,1128,-4.803162602261377e-05,0.006337014574512303,0.020626323387981517,0.0012181531948244955,0.00021191936070392482,1.4108834626402232e-07
14,4,18,1118,1090,1122,0.0002480599159211457,0.006417044833749528,0.019984333625048614,0.0007131887351775851,0.0003626500824058925,4.131668162925496e-07
15,5,6,1118,1042,1128,0.0006564470196579239,0.006625199637891457,0.020767174669003064,0.0012646784394773538,0.00014932604436222502,7.005207344390892e-08
16,5,961,1118,1042,1122,0.0005163749705558042,0.006435918712386398,0.019938354720987823,0.0009392794172181027,0.000330380259283381,3.4290834329013183e-07
17,6,21,1118,1180,1128,0.0009164793673866822,0.006607595386212211,0.021294258665856734,0.00013787311743330893,0.00029554969479442716,2.7441693106146185e-07
18,6,385,1118,1042,1180,0.001261927706935935,0.006454146307415188,0.021144359812946083,0.0007083263445330256,0.00023041597830748383,1.6679193881128801e-07
19,7,181,1175,1362,1045,-0.005535095706511435,0.0037156965675791223,0.022282101514702238,0.0017619578973418956,0.00018743768743467997,1.1037321866457901e-07
20,7,47,1337,1362,1045,-0.005440475645635788,0.004651626995889858,0.022709121553887723,0.00035797249614891234,0.000607561713362323,1.159659977794805e-06
21,7,119,1337,1175,1362,-0.005287459868826671,0.004219397746151943,0.023120583289493922,0.0003341193912053034,0.00048516590869434717,7.394867994244477e-07
22,8,231,1673,1611,1721,0.000817417384589643,-0.006617236555030627,0.03339037499094156,0.0015505125475565515,0.00017349710894847556,9.456585585311941e-08
23,8,65,1660,1611,1721,7.316373707171313e-05,-0.00674880450654735,0.03267885195781514,0.00045618188320764434,0.0003909377138174697,4.801368186113615e-07
24,8,829,1660,1673,1721,-3.126913188162932e-05,-0.006969027899296845,0.03325953569600666,0.00037437888470389106,0.0005252382178652497,8.66687456094199e-07
25,9,69,1620,1487,1444,0.002947187692212221,0.007017958395015331,0.02883784783659875,0.0001966533207886167,0.000612655758196181,1.1791876229512196e-06
26,9,23,1384,1487,1444,0.002216387784038301,0.006503274769413191,0.0286612300032041,0.0018388188158987267,0.00012605827487014646,4.992207076490922e-08
27,9,172,1384,1620,1444,0.0028833637030738395,0.006268154423031848,0.029248389383855558,0.0015081009385050968,0.00016315611184503185,8.362893515980312e-08
28,10,45,1104,1182,1142,-0.0030691268082421235,0.006188467603096936,0.021333231836367213,0.00027089489912730135,0.0004364830988619631,5.985283645325999e-07
29,10,11,1127,1182,1142,-0.0031822576224973275,0.00580605091214907,0.021311295322484523,0.0009282347792283778,0.00035630884944432017,3.988440249670141e-07
30,10,648,1127,1104,1142,-0.003089719113952197,0.006517797361874742,0.021139856477591656,0.0012693649630302346,0.0003846671810566947,4.6485782127629996e-07
31,10,74,1127,1104,1182,-0.0024638427368197553,0.0059669055593232385,0.021502168962933065,0.001169011899284217,0.00020048606880005944,1.2627526045387718e-07
32,11,48,1181,1182,1142,-0.0031403545245665375,0.005410349705977095,0.021192842743519416,0.00019065680148631496,0.0004451108829167653,6.224239544245465e-07
33,11,37,1127,1181,1142,-0.003246176841129594,0.00516581417417201,0.020938683050285137,0.0006087422380945819,0.0004044226549696888,5.138316180299047e-07
34,11,75,1127,1181,1182,-0.0025144633700760906,0.005438243593375064,0.021416682154650157,0.0012320965795040114,0.00020076422829271034,1.2662589857072443e-07
35,12,93,1701,1577,1733,-0.0033784410947055935,0.0057918338714452525,0.03177877862617311,0.0007500155307415826,0.00023869246708689963,1.789893946653422e-07
36,12,344,1701,1698,1733,-0.0034393581354009235,0.00577327011934128,0.03140227341528405,0.0008163118307868749,0.0002506935421295241,1.974404653871157e-07
37,12,89,1701,1698,1577,-0.0033284637868122554,0.0062336649860485075,0.03151012913285705,0.0007822793657845912,0.0002969007713927648,2.7693160621068905e-07
38,13,183,1175,1123,1368,-0.00630726258575639,0.002413417058361798,0.022933214541088008,0.0005428872704694238,0.0002685521833446497,2.26572526677781e-07
