pore_id,x_m,y_m,z_m,volume_m3,inscribed_radius_m,component,inlet,outlet,wall,sobol_void_samples
0,0.004189004928270406,0.0028619672002580055,0.035376116620185104,6.986764557995339e-10,0.0005908710694991704,0,0,0,0,410
1,0.0028995984472394687,0.00507027921151711,0.035473358332490344,2.2934629091105285e-09,0.000944698204930123,0,0,0,0,1347
2,9.555455999644453e-05,0.006590361093556235,0.006998436496981312,1.0901395126421472e-09,0.00033204134677943876,0,0,0,0,640
3,0.005013670797290453,0.0035981260215686567,0.03443083486576627,1.2943811075165542e-09,0.00023630334548490402,0,0,0,0,760
4,0.004441103923181534,0.0030860754729672406,0.034494287212591436,3.378496381880815e-10,0.00030547802886715214,0,0,0,0,198
5,0.0037192945505036146,0.0038491978359111593,0.03379105151360528,4.3486439575342487e-10,0.00033860584933014936,0,0,0,0,255
6,0.00496886878778406,0.004842185468647457,0.034466534300940356,2.9078897070243693e-09,0.00030483253610880643,0,0,1,1,1708
7,0.004849301420885239,0.004305618023715153,0.033973941038578766,2.987033325038202e-10,0.00026104886722304527,0,0,0,0,175
8,0.004104928093085921,0.004953091477641398,0.034059746609889544,6.901663893464336e-10,0.00030863771556210735,0,0,0,0,405
9,0.003917722460455996,0.004445494612013601,0.03355134337872916,3.429556780599417e-10,0.0005085243026294453,0,0,0,0,201
10,0.003924170712821076,0.004433342562423779,0.03354542761229213,1.8126441545103618e-10,0.0005098410761965208,0,0,0,0,106
11,0.005130348650834086,0.004069029048488195,0.0014368223216212105,1.3658656657225966e-09,0.0003259974009683131,0,1,0,1,802
12,0.006368286448884011,-0.001488759884005385,0.011203893976155736,3.293395717349812e-10,0.00044773875674431515,0,0,0,0,193
13,0.005135838604781995,0.003992276502873775,0.0014575710654658352,3.1402145211940073e-10,0.0003243239378604711,0,0,0,0,184
14,0.00652059951126008,0.00324155316669003,0.00188688786447527,1.6671220181623468e-09,0.0005562420426799595,0,0,0,0,979
15,0.0066496976027506675,0.0030651335007974567,0.0021801893876163044,6.629341766965126e-10,0.0007084423281839305,0,0,0,0,389
16,0.00661826667126019,0.0029444194611337945,0.002184828233559679,1.3352294264914356e-09,0.0006720427065085819,0,0,0,0,784
17,0.006124754569613869,0.002593701452151867,0.0025233570291154726,5.080509672500874e-10,0.00043805459832890346,0,0,0,0,298
18,-0.006563878461130518,-0.00015556378181926645,0.0012703176576917214,1.6177636327343653e-09,0.00030729433548131477,0,1,0,1,950
19,-0.006297123564703293,-0.002769272338296694,0.0022237413983121623,3.1912749199126093e-10,0.0004010045949288272,0,0,0,0,187
20,-0.006466904598942019,-0.0028716511029156905,0.001953857563053589,1.0560992468297462e-09,0.00042505685229288594,0,0,0,0,620
21,0.0061185196686558375,-0.0015291983289588747,0.0006145614602142017,1.5105367954253017e-09,0.0004735711679672033,0,0,0,0,887
22,-0.0048242158305842235,0.0055388423926349215,0.0019588096083545145,2.133473659792243e-09,0.00037134160342034816,0,1,0,1,1253
23,-0.004407408998798792,0.004621946586294194,0.0015312417897726663,1.5913824267297544e-10,0.00035990739784056076,0,0,0,0,93
24,-0.00452273928426243,0.004695618784516708,0.002259780307957228,3.4635970464118183e-10,0.0002989828075909087,0,0,0,0,203
25,-0.0042739877204764866,0.004628900116158673,0.007152709427398224,2.3062280087901786e-10,0.00030773938044853955,0,0,0,0,135
