throat_id,pore_1,pore_2,particle_1,particle_2,particle_3,x_m,y_m,z_m,length_m,radius_m,area_m2
0,0,614,669,463,655,-0.005204926516821154,-0.0036401315177464347,0.010630213506948623,0.001284754232179154,0.0001247027080502625,4.885417032284715e-08
1,0,74,550,463,655,-0.004900459704006388,-0.004348670989367437,0.010791197578081193,0.0011449346223585727,0.00022475448298191257,1.5869622595164996e-07
2,0,198,550,669,655,-0.005034950481539693,-0.004035858386860975,0.011115430562357372,0.00018743708533112673,0.0003249103314106207,3.316476428771855e-07
3,0,346,550,669,463,-0.005333220970337215,-0.0040815322417052146,0.011254957132542494,0.0008571269761892647,0.00027605307341411675,2.3940600857548966e-07
4,1,205,619,555,486,-0.00582868275305813,0.003271604153774992,0.0115253340242221,0.0007096049492467873,0.00017264929257042804,9.364389709171139e-08
5,1,11,619,554,486,-0.0056148123057075915,0.003597702670753887,0.011782351943301758,0.000627969267300995,0.00016824896530242227,8.893130736439316e-08
6,1,1337,619,554,555,-0.005653968462115168,0.0037030006941348014,0.011228272939072447,0.0008628350287693561,0.00015523808125098384,7.570880741219733e-08
7,2,107,1353,1478,1356,-0.004288955886834354,-0.005518554809615944,0.028505402769573716,0.00112500970287335,0.00025509034935841744,2.0442684679365474e-07
8,2,32,1350,1478,1356,-0.003800345295743431,-0.006007557812825465,0.02759721551195527,0.0004235669337403713,0.0004349946410410109,5.944532229361641e-07
9,2,165,1350,1353,1478,-0.004555533453568314,-0.0054480959060711105,0.02739986291194937,0.0008303921622899715,0.000448804663865367,6.327972678517525e-07
10,3,38,400,392,228,0.0012242677841267776,-0.006457309785941244,0.005561497321947514,0.00017281014439262334,0.00029407717177886816,2.7168927738400174e-07
11,3,327,400,162,228,0.0013042214243314718,-0.006381286273666228,0.0053115293671241355,0.0007734022886655114,0.00026775343613285403,2.2522675440735688e-07
12,3,325,400,162,392,0.0006951013132109363,-0.006645430398160101,0.005452551394068758,0.0008732553753617193,0.00015718253282355152,7.761728333678432e-08
13,4,2397,755,551,733,-0.004022212799129358,0.0006480186625290686,0.01391506789610444,0.0009678008386166319,0.00017384376449752856,9.494412761412735e-08
14,4,602,718,551,733,-0.004073996296159474,0.0002097867470795756,0.01356410059191059,0.0007463083235757744,0.0001554023651703277,7.586913303279509e-08
15,4,89,718,755,733,-0.004446916262858992,0.0005761186874137692,0.01377586752452924,0.0006003795819983844,0.00017374317717696014,9.48342886155754e-08
16,4,638,718,755,551,-0.004086957175646737,0.000689525081919619,0.013356260768963676,0.0008993566595397124,0.00015526181945018952,7.573196317586071e-08
17,5,75,612,550,463,-0.0048610265514001365,-0.005127553066680207,0.010202510241694943,0.0005280492009226087,0.00047425717758413247,7.066066127779633e-07
18,5,73,324,612,463,-0.004888518116703507,-0.005171031383283027,0.010126700919200874,0.0004349617389999294,0.0004924473420771922,7.618499934961815e-07
19,6,7,97,229,120,-0.005910077268934413,-0.002824678938464832,0.0013297075741277174,0.0006578692700452603,0.00027396571233547515,2.3579918435881262e-07
20,6,155,97,229,96,-0.005761355094341365,-0.003060212909585181,0.0013934424754862957,0.0008417673251180455,0.0002534114245593492,2.0174475529836333e-07
