pore_id,x_m,y_m,z_m,volume_m3,inscribed_radius_m,component,inlet,outlet,wall,sobol_void_samples
0,-0.005082916208401191,-0.004026199208726266,0.0013574948676966995,5.649123544215874e-10,0.0003751604751544218,0,0,0,0,329
1,-0.005098317750633199,-0.004038961228513488,0.0013770228761461286,6.609217378741181e-10,0.0003736078590907034,0,1,0,1,385
2,-0.0051066513286498125,-0.003961163458650582,0.0014028724248067166,7.972207733111931e-11,0.00036813291035556076,0,0,0,0,46
3,-0.003532061101532438,-0.0035102381237957143,0.0014177023682952067,3.4374788182557897e-10,0.0003312860506846032,0,0,0,0,200
4,-0.004426845132933774,-0.0042552992607427014,0.0010989639034557212,1.1221096691014535e-09,0.00027703016837204986,0,0,0,0,654
5,-0.004951550493763616,-0.004760452272318397,0.0018164626011295314,1.243835851693055e-09,0.0002672604617277081,0,0,0,0,725
6,-0.004864674461862836,-0.0047629445941690645,0.0026622102565850314,9.69523327542967e-10,0.00029304740011851986,0,0,0,0,565
7,-0.004193311482705909,-0.0048922293272773455,0.001418993956581781,2.323084188896057e-10,0.0002915731387937128,0,0,0,0,135
8,0.0070513191376471536,0.0028270915722655586,0.0337834100021815,2.2107874993221147e-09,0.0007081063680260499,0,0,1,1,1289
9,-0.005342700171144631,-0.0023533909031309636,0.013495694352259138,4.2261273251872926e-10,0.00046555422569752954,0,0,0,0,246
10,0.007336856034724047,-0.00047664845895448426,0.016291827622269914,1.2592659311764973e-09,0.0005309560605932462,0,0,0,0,734
11,-0.006902448521838473,-0.0009346959381238678,0.02297286868436336,8.495115982273035e-10,0.00023037000096477712,0,0,0,0,495
12,0.004578290510941322,-0.002494711198690368,0.025561971773598962,2.563107647527384e-10,0.00022904819798797327,0,0,0,0,149
13,0.00775919077971737,-0.0006982909910721537,0.03498506424140919,4.756750614090118e-09,0.0017941911501112469,0,0,0,0,2774
14,0.006684415322046286,1.4333462669136464e-05,0.0012666397443504224,2.1627828075958493e-09,0.0002468384539980106,0,1,0,1,1261
15,0.006524543418315715,0.0007390693374945531,0.001698171691803687,6.386338452869235e-10,0.00030029463900615517,0,0,0,0,372
16,-0.004911649049914788,-0.004244605361244283,0.0029180016040878543,3.0774436303087987e-10,0.00026922181288601755,0,0,0,0,179
