pore_id,x_m,y_m,z_m,volume_m3,inscribed_radius_m,component,inlet,outlet,wall,sobol_void_samples
0,-0.005938680686487402,0.00262373500540018,0.026239209051588983,4.3628193072341513e-10,0.0003552356514423741,0,0,0,0,257
1,-0.005767010252942924,0.003790231138921929,0.026245256563025073,1.198716372764335e-09,0.0003114816006401013,0,0,0,0,707
2,-0.004654762878701144,0.004277174997036524,0.0261360053124869,2.6346345719413997e-10,0.00039760584324186694,0,0,0,0,155
3,-0.0054679737069798715,0.004232182205726915,0.02566544050971666,7.598929939007832e-10,0.0005030827210650829,0,0,0,0,448
4,-0.004721913556933768,-0.0037168192921623153,0.025027036113772633,1.5333403778822937e-10,0.00044128304103308936,0,0,0,0,90
5,-0.004732308599625462,-0.0042325682355787665,0.024887009165608903,2.6854635347441277e-10,0.0003723594238415471,0,0,0,0,158
6,-0.00603479952466481,-0.0005065861034773865,0.025358642801906868,1.736656229093206e-10,0.0004824721887783152,0,0,0,0,102
7,-0.004438189512470862,-0.006305756131299534,0.033563588039455874,3.946868961631827e-09,0.0005580347592205095,0,0,0,0,2329
8,0.004651879420030237,-0.004420196725439564,0.003115847856312749,6.311262881338724e-10,0.000450286292401625,0,0,0,0,372
9,0.005931926337993356,0.0025178351726532003,0.00718585708676811,2.7532354851477656e-10,0.0004023156564064613,0,0,0,0,162
10,0.006209506946755639,0.0025947211859306926,0.007968915237105592,9.564316500713314e-10,0.0002548031113965998,0,0,0,0,564
11,0.006913607603795118,0.0007321438852390266,0.014127958909679758,9.208513761094218e-10,0.0002510395839475267,0,0,0,0,543
12,-0.0038547676932789918,-0.004941502156015413,0.02445245292962325,3.1090382247668617e-10,0.00040059474160301825,0,0,0,0,183
13,-0.005831801767722987,0.0027509418596407026,0.023579992304807926,2.329660795125032e-10,0.0002989961997230246,0,0,0,0,137
14,-0.0037217357206133597,-0.004980238777419664,0.03283490074699465,1.787485191895934e-10,0.000390343135305389,0,0,0,0,105
15,0.005878189621804262,0.0025551857118751202,0.007150754411741609,2.007744030707755e-10,0.0003978824691163921,0,0,0,0,118
16,0.003226631760151247,-0.005810285200432397,0.0011921872868046889,1.9052389557222535e-09,0.0002901554574086198,0,1,0,1,1124
17,0.0035035324886350584,-0.005462163372982589,0.0014743846628112367,2.787121460349584e-10,0.00026250528768225433,0,0,0,0,164
18,0.005191590594703013,-0.005166930530230205,0.0013927369806998862,1.7256432871526148e-09,0.0004934265140281515,0,1,0,1,1018
19,0.005260251326668805,-0.005977387705486623,0.0020324069754827662,8.107219567035113e-10,0.0008059939961780155,0,0,0,0,478
20,0.0049386911565318155,-0.006060743458780036,0.0020691594034048526,1.3156229872106092e-09,0.0006678120014079043,0,0,0,0,776
21,0.004922247541144631,0.005253220910818691,0.0005089075664422736,2.7947458047699932e-09,0.00048550320469491236,0,1,0,1,1649
22,0.002892697705869811,-0.005755505394648953,0.001378259234337391,4.786393997256884e-10,0.00030388287249348393,0,0,0,0,282
23,0.0024553700526848228,-0.006426920895658343,0.0018314992047231743,9.903176252731502e-10,0.00028611918328848003,0,0,0,0,584
24,0.0018779858383675648,-0.006572428099448496,0.0013987537769466762,2.0187569726483462e-09,0.0002126608647409061,0,0,0,0,1191
25,0.0036490556762601373,-0.005460308320754893,0.002769207953450973,4.888051922862341e-10,0.0002647359304090601,0,0,0,0,288
26,0.0023928801965495865,-0.0061402107913757714,0.002401161183332718,5.294683625284165e-10,0.00034225429659017674,0,0,0,0,312
27,0.0059561182048978945,-0.00291884264786882,0.004023591817275353,8.988254922282398e-10,0.0003441434757698018,0,0,0,0,530
28,0.006518571732034904,-4.5177721717477e-05,0.0042321835820954695,4.769451009655975e-10,0.00036865624973780626,0,0,0,0,281
29,0.006854839771232025,0.0010008731048053365,0.004973309530023233,2.4482617083313975e-10,0.0003383423881108447,0,0,0,0,144
30,0.004262396522917731,-0.0023175467091909887,0.014349436443530037,2.431318720730488e-10,0.0003710116191895397,0,0,0,0,143
31,0.004524375176549208,-0.0017150682450572216,0.015556264694277469,1.8383141546986617e-10,0.0004146220781181569,0,0,0,0,108
32,0.006891059834233946,-0.00023124608758583098,0.01441556178353523,8.327478405846934e-10,0.00030929888391837454,0,0,0,0,491
33,0.007063669864009304,6.984567935624835e-06,0.014140026936904648,1.2834313107688814e-09,0.0003439373016109439,0,0,0,0,757
34,0.0061379825486683375,-0.0007940723387359958,0.014544167562928327,2.4482617083313975e-10,0.00037939065160329884,0,0,0,0,144
35,0.004472308430849144,-0.0021127900234221156,0.013947863897197519,1.2453095886668356e-10,0.0004666758733257321,0,0,0,0,73
36,0.006109930973003522,-0.0014543011704374492,0.014618715302308105,1.0419937374559236e-10,0.0004165282382418929,0,0,0,0,61
37,0.0061870379161249,-0.001398006603744893,0.014501912408301678,4.0239595552159647e-10,0.0003921880030588683,0,0,0,0,237
38,0.004253081061786167,-0.002319320652173433,0.014345724674034315,2.431318720730488e-10,0.0003703236668564923,0,0,0,0,143
39,0.004447218730128712,-0.002106594052259763,0.01390555391819997,1.2707240700681993e-11,0.0004746705523864589,0,0,0,0,7
40,0.0044345697322049635,-0.0020872956984390265,0.013887572947512387,2.058572993510483e-10,0.0004668399831518564,0,0,0,0,121
41,0.00444855685919476,-0.0021076671549881045,0.013885614844702574,3.812172210204598e-11,0.00047412495803644914,0,0,0,0,22
42,0.006829560839330088,-0.0004128929880875772,0.01254487519753738,8.378307368649661e-10,0.0003671275152497645,0,0,0,0,494
43,0.006207774540955781,-9.35239592560006e-05,0.013071618443289726,3.193753162771408e-10,0.00035894063374469515,0,0,0,0,188
44,0.005871618334959731,-0.00040221268337339324,0.01325845716535178,3.1090382247668617e-10,0.00032329714036392974,0,0,0,0,183
45,-0.004411769170932884,0.004842239241401054,0.026587948329490307,4.769451009655975e-10,0.00034809302422000984,0,0,0,0,281
